Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2013-2014,Chelsea,Willian,1682,35,15,20,0.011890606420927468
2013-2014,Chelsea,Samuel Eto'o,1289,24,10,14,0.010861132660977503
2013-2014,Chelsea,Eden Hazard,2903,62,23,39,0.013434378229417844
2013-2014,Chelsea,Fernando Torres,1571,36,12,24,0.015276893698281349
2013-2014,Chelsea,David Luiz,1352,30,10,20,0.014792899408284023
2013-2014,Arsenal,Wojciech Szczęsny,3330,66,39,27,0.008108108108108109
2013-2014,Arsenal,Mathieu Flamini,1581,28,20,8,0.005060088551549652
2013-2014,Arsenal,Mesut Özil,2147,46,23,23,0.01071262226362366
2013-2014,Arsenal,Olivier Giroud,3081,60,36,24,0.007789678675754625
2013-2014,Arsenal,Per Mertesacker,3150,63,37,26,0.008253968253968255
2013-2014,Arsenal,Bacary Sagna,3059,63,37,26,0.008499509643674403
2013-2014,Arsenal,Lukas Podolski,1170,28,9,19,0.01623931623931624
2013-2014,Arsenal,Nacho Monreal,1157,26,16,10,0.00864304235090752
2013-2014,Arsenal,Mikel Arteta,2412,44,26,18,0.007462686567164179
2013-2014,Arsenal,Santi Cazorla,2597,46,26,20,0.007701193685021178
2013-2014,Arsenal,Laurent Koscielny,2764,57,26,31,0.01121562952243126
2013-2014,Arsenal,Carl Jenkinson,782,14,9,5,0.00639386189258312
2013-2014,Arsenal,Thomas Vermaelen,756,11,14,-3,-0.003968253968253968
2013-2014,Arsenal,Tomáš Rosický,1573,31,17,14,0.008900190718372537
2013-2014,Crystal Palace,Julián Speroni,3330,30,45,-15,-0.0045045045045045045
2013-2014,Crystal Palace,Damien Delaney,3285,32,44,-12,-0.0036529680365296802
2013-2014,Crystal Palace,Mile Jedinak,3389,31,45,-14,-0.004131012097964001
2013-2014,Crystal Palace,Scott Dann,1260,17,15,2,0.0015873015873015873
2013-2014,Crystal Palace,Kagisho Dikgacoi,2004,19,25,-6,-0.0029940119760479044
2013-2014,Crystal Palace,Yannick Bolasie,2051,22,24,-2,-0.0009751340809361287
2013-2014,Crystal Palace,Marouane Chamakh,2308,20,37,-17,-0.007365684575389948
2013-2014,Crystal Palace,Joel Ward,3240,32,43,-11,-0.0033950617283950617
2013-2014,Crystal Palace,Adrian Mariappa,2113,20,30,-10,-0.00473260766682442
2013-2014,Crystal Palace,Joe Ledley,1249,16,15,1,0.0008006405124099279
2013-2014,Crystal Palace,Jason Puncheon,2498,25,39,-14,-0.005604483586869495
2013-2014,Crystal Palace,Danny Gabbidon,1971,13,25,-12,-0.0060882800608828
2013-2014,Crystal Palace,Dwight Gayle,848,12,17,-5,-0.00589622641509434
2013-2014,Crystal Palace,Jonathan Parr,747,4,10,-6,-0.008032128514056224
2013-2014,Manchester United,David de Gea,3330,59,43,16,0.004804804804804805
2013-2014,Manchester United,Adnan Januzaj,1635,38,18,20,0.012232415902140673
2013-2014,Manchester United,Phil Jones,2175,43,27,16,0.0073563218390804595
2013-2014,Manchester United,Chris Smalling,1931,34,24,10,0.005178663904712584
2013-2014,Manchester United,Michael Carrick,2413,40,30,10,0.004144218814753419
2013-2014,Manchester United,Alexander Büttner,487,12,6,6,0.012320328542094456
2013-2014,Manchester United,Marouane Fellaini,1371,24,17,7,0.005105762217359592
2013-2014,Manchester United,Shinji Kagawa,1170,26,13,13,0.011111111111111112
2013-2014,Manchester United,Antonio Valencia,1928,44,22,22,0.011410788381742738
2013-2014,Manchester United,Ashley Young,1010,15,16,-1,-0.0009900990099009901
2013-2014,Manchester United,Ryan Giggs,492,8,4,4,0.008130081300813009
2013-2014,Manchester United,Nemanja Vidić,2093,36,26,10,0.004777830864787387
2013-2014,Manchester United,Robin van Persie,1584,24,17,7,0.004419191919191919
2013-2014,Manchester United,Juan Mata,2062,38,26,12,0.005819592628516004
2013-2014,Southampton,Artur Boruc,2578,41,26,15,0.0058184639255236615
2013-2014,Southampton,Victor Wanyama,1648,17,13,4,0.0024271844660194173
2013-2014,Southampton,Steven Davis,2496,41,34,7,0.0028044871794871795
2013-2014,Southampton,Luke Shaw,2991,47,38,9,0.003009027081243731
2013-2014,Southampton,Adam Lallana,3100,45,40,5,0.0016129032258064516
2013-2014,Southampton,José Fonte,3181,48,41,7,0.0022005658597925182
2013-2014,Southampton,Morgan Schneiderlin,2766,42,34,8,0.0028922631959508315
2013-2014,Southampton,Rickie Lambert,2814,44,36,8,0.0028429282160625444
2013-2014,Southampton,Dejan Lovren,2788,40,36,4,0.0014347202295552368
2013-2014,Southampton,Nathaniel Clyne,1859,31,18,13,0.006993006993006993
2013-2014,Southampton,Jack Cork,1720,28,25,3,0.0017441860465116279
2013-2014,Southampton,Paulo Gazzaniga,662,10,14,-4,-0.006042296072507553
2013-2014,Southampton,James Ward-Prowse,1579,25,23,2,0.001266624445851805
2013-2014,Southampton,Calum Chambers,1632,21,28,-7,-0.00428921568627451
2013-2014,Manchester City,Joe Hart,2790,74,29,45,0.016129032258064516
2013-2014,Manchester City,Edin Džeko,1992,52,21,31,0.015562248995983935
2013-2014,Manchester City,Sergio Agüero,1538,47,13,34,0.022106631989596878
2013-2014,Manchester City,Pablo Zabaleta,3079,90,32,58,0.018837284832737902
2013-2014,Manchester City,Yaya Touré,2927,85,29,56,0.019132217287324907
2013-2014,Manchester City,Samir Nasri,2513,72,24,48,0.01910067648229208
2013-2014,Manchester City,Vincent Kompany,2445,69,28,41,0.016768916155419224
2013-2014,Manchester City,David Silva,2174,59,20,39,0.017939282428702852
2013-2014,Manchester City,Martín Demichelis,2430,73,23,50,0.0205761316872428
2013-2014,Manchester City,Aleksandar Kolarov,1949,51,18,33,0.01693175987685993
2013-2014,Manchester City,Javi García,1494,38,17,21,0.014056224899598393
2013-2014,Manchester City,Costel Pantilimon,630,24,6,18,0.02857142857142857
2013-2014,Manchester City,Fernandinho,2608,82,28,54,0.020705521472392636
2013-2014,Manchester City,James Milner,1358,33,17,16,0.011782032400589101
2013-2014,Manchester City,Gaël Clichy,1652,53,18,35,0.0211864406779661
2013-2014,Manchester City,Joleon Lescott,784,24,6,18,0.02295918367346939
2013-2014,Manchester City,Álvaro Negredo,1696,51,17,34,0.020047169811320754
2013-2014,Liverpool,Simon Mignolet,3420,97,44,53,0.015497076023391813
2013-2014,Liverpool,Daniel Sturridge,2274,66,27,39,0.017150395778364115
2013-2014,Liverpool,Glen Johnson,2522,75,33,42,0.016653449643140365
2013-2014,Liverpool,Jordan Henderson,3129,89,36,53,0.01693831895174177
2013-2014,Liverpool,Joe Allen,1425,43,19,24,0.016842105263157894
2013-2014,Liverpool,Luis Suárez,2963,92,41,51,0.01721228484643942
2013-2014,Liverpool,Raheem Sterling,2202,66,26,40,0.018165304268846504
2013-2014,Liverpool,Steven Gerrard,2898,82,39,43,0.014837819185645272
2013-2014,Liverpool,Martin Škrtel,3222,95,44,51,0.015828677839851025
2013-2014,Liverpool,Daniel Agger,1403,39,14,25,0.01781895937277263
2013-2014,Liverpool,Jon Flanagan,1897,61,24,37,0.019504480759093307
2013-2014,Liverpool,Mamadou Sakho,1474,37,23,14,0.009497964721845319
2013-2014,Liverpool,Aly Cissokho,1090,35,15,20,0.01834862385321101
2013-2014,Liverpool,Lucas Leiva,1858,44,26,18,0.00968783638320775
2013-2014,Liverpool,Kolo Touré,1433,35,18,17,0.011863224005582694
2013-2014,Liverpool,Philippe Coutinho,2337,69,32,37,0.015832263585793753
2013-2014,Hull City,Allan McGregor,2295,27,32,-5,-0.002178649237472767
2013-2014,Hull City,Alex Bruce,1593,12,28,-16,-0.010043942247332079
2013-2014,Hull City,Nikica Jelavić,1692,19,25,-6,-0.0035460992907801418
2013-2014,Hull City,Tom Huddlestone,3145,32,46,-14,-0.004451510333863275
2013-2014,Hull City,Paul McShane,688,5,9,-4,-0.005813953488372093
2013-2014,Hull City,Sone Aluko,934,11,12,-1,-0.0010706638115631692
2013-2014,Hull City,Curtis Davies,3326,35,48,-13,-0.0039085989176187615
2013-2014,Hull City,Ahmed Elmohamady,3328,33,49,-16,-0.004807692307692308
2013-2014,Hull City,Stephen Quinn,479,3,9,-6,-0.012526096033402923
2013-2014,Hull City,Jake Livermore,3046,31,43,-12,-0.003939592908732764
2013-2014,Hull City,Maynor Figueroa,2715,28,40,-12,-0.004419889502762431
2013-2014,Hull City,Steve Harper,1100,8,17,-9,-0.008181818181818182
2013-2014,Hull City,Liam Rosenior,1979,24,28,-4,-0.00202122283981809
2013-2014,Hull City,Robert Koren,1127,12,13,-1,-0.0008873114463176575
2013-2014,Hull City,Shane Long,2245,22,33,-11,-0.004899777282850779
2013-2014,Hull City,Yannick Sagbo,1532,14,22,-8,-0.005221932114882507
2013-2014,Hull City,George Boyd,1159,11,16,-5,-0.004314063848144953
2013-2014,Fulham,David Stockdale,1738,20,41,-21,-0.012082853855005753
2013-2014,Fulham,Steve Sidwell,3233,34,77,-43,-0.013300340241261985
2013-2014,Fulham,Kieran Richardson,2382,27,49,-22,-0.009235936188077247
2013-2014,Fulham,Hugo Rodallega,616,10,15,-5,-0.008116883116883116
2013-2014,Fulham,Alexander Kačaniklić,1281,12,30,-18,-0.01405152224824356
2013-2014,Fulham,Brede Hangeland,1906,19,39,-20,-0.01049317943336831
2013-2014,Fulham,Scott Parker,2311,27,58,-31,-0.013414106447425357
2013-2014,Fulham,John Heitinga,1250,16,30,-14,-0.0112
2013-2014,Fulham,Fernando Amorebieta,1883,23,45,-22,-0.01168348380244291
2013-2014,Fulham,Ashkan Dejagah,1299,18,38,-20,-0.015396458814472672
2013-2014,Fulham,Pajtim Kasami,1805,18,42,-24,-0.013296398891966758
2013-2014,Cardiff City,David Marshall,3330,30,73,-43,-0.012912912912912912
2013-2014,Cardiff City,Steven Caulker,3420,31,74,-43,-0.012573099415204679
2013-2014,Cardiff City,Jordon Mutch,2260,23,52,-29,-0.012831858407079646
2013-2014,Cardiff City,Fraizer Campbell,2770,25,55,-30,-0.010830324909747292
2013-2014,Cardiff City,Declan John,1481,11,31,-20,-0.01350438892640108
2013-2014,Cardiff City,Ben Turner,2720,25,53,-28,-0.010294117647058823
2013-2014,Cardiff City,Craig Bellamy,1239,12,27,-15,-0.012106537530266344
2013-2014,Cardiff City,Fábio,1092,14,23,-9,-0.008241758241758242
2013-2014,Cardiff City,Aron Gunnarsson,1536,13,33,-20,-0.013020833333333334
2013-2014,Cardiff City,Peter Whittingham,2660,20,54,-34,-0.012781954887218045
2013-2014,Cardiff City,Mats Møller Dæhli,626,7,13,-6,-0.009584664536741214
2013-2014,Cardiff City,Don Cowie,1002,5,29,-24,-0.023952095808383235
2013-2014,West Bromwich Albion,Ben Foster,2148,25,36,-11,-0.005121042830540037
2013-2014,West Bromwich Albion,Graham Dorrans,1106,10,16,-6,-0.0054249547920434
2013-2014,West Bromwich Albion,Chris Brunt,2233,27,41,-14,-0.006269592476489028
2013-2014,West Bromwich Albion,Gareth McAuley,2860,35,47,-12,-0.004195804195804196
2013-2014,West Bromwich Albion,Morgan Amalfitano,2150,27,31,-4,-0.0018604651162790699
2013-2014,West Bromwich Albion,Jonas Olsson,2819,35,43,-8,-0.002837885775097552
2013-2014,West Bromwich Albion,Craig Dawson,950,11,16,-5,-0.005263157894736842
2013-2014,West Bromwich Albion,Stéphane Sessègnon,2072,25,30,-5,-0.002413127413127413
2013-2014,West Bromwich Albion,Saido Berahino,1399,16,21,-5,-0.0035739814152966403
2013-2014,West Bromwich Albion,James Morrison,2194,25,37,-12,-0.0054694621695533276
2013-2014,West Bromwich Albion,Youssouf Mulumbu,3079,39,49,-10,-0.003247807729782397
2013-2014,West Bromwich Albion,Boaz Myhill,1260,16,21,-5,-0.003968253968253968
2013-2014,West Bromwich Albion,Matěj Vydra,624,14,9,5,0.008012820512820512
2013-2014,West Bromwich Albion,Diego Lugano,657,7,14,-7,-0.0106544901065449
2013-2014,West Bromwich Albion,Victor Anichebe,1189,15,25,-10,-0.008410428931875526
2013-2014,West Bromwich Albion,Liam Ridgewell,2869,35,49,-14,-0.004879749041477867
2013-2014,West Bromwich Albion,Claudio Yacob,1841,19,34,-15,-0.008147745790331342
2013-2014,Tottenham Hotspur,Hugo Lloris,3330,50,47,3,0.0009009009009009009
2013-2014,Tottenham Hotspur,Harry Kane,483,13,5,8,0.016563146997929608
2013-2014,Tottenham Hotspur,Michael Dawson,2793,33,35,-2,-0.0007160759040458289
2013-2014,Tottenham Hotspur,Gylfi Sigurðsson,1258,14,16,-2,-0.001589825119236884
2013-2014,Tottenham Hotspur,Danny Rose,1941,31,25,6,0.0030911901081916537
2013-2014,Tottenham Hotspur,Emmanuel Adebayor,1808,32,26,6,0.00331858407079646
2013-2014,Tottenham Hotspur,Christian Eriksen,1978,34,26,8,0.004044489383215369
2013-2014,Tottenham Hotspur,Paulinho,2367,34,28,6,0.0025348542458808617
2013-2014,Tottenham Hotspur,Sandro,867,6,15,-9,-0.010380622837370242
2013-2014,Tottenham Hotspur,Vlad Chiricheș,1411,27,19,8,0.005669737774627924
2013-2014,Tottenham Hotspur,Kyle Naughton,1788,30,29,1,0.0005592841163310962
2013-2014,Tottenham Hotspur,Roberto Soldado,1957,25,26,-1,-0.000510986203372509
2013-2014,Tottenham Hotspur,Étienne Capoue,686,10,11,-1,-0.0014577259475218659
2013-2014,Tottenham Hotspur,Nabil Bentaleb,1068,16,19,-3,-0.0028089887640449437
2013-2014,Norwich City,John Ruddy,3420,28,60,-32,-0.00935672514619883
2013-2014,Norwich City,Bradley Johnson,2463,17,46,-29,-0.011774259033698742
2013-2014,Norwich City,Nathan Redmond,2145,21,35,-14,-0.006526806526806527
2013-2014,Norwich City,Robert Snodgrass,2571,20,40,-20,-0.007779074290159471
2013-2014,Norwich City,Alexander Tettey,1471,11,22,-11,-0.007477906186267845
2013-2014,Norwich City,Johan Elmander,1479,14,25,-11,-0.0074374577417173765
2013-2014,Norwich City,Martin Olsson,2961,25,54,-29,-0.009793988517392773
2013-2014,Norwich City,Russell Martin,2610,20,48,-28,-0.010727969348659003
2013-2014,Norwich City,Ryan Bennett,1258,10,20,-10,-0.00794912559618442
2013-2014,Norwich City,Jonny Howson,2085,20,44,-24,-0.011510791366906475
2013-2014,Norwich City,Michael Turner,1944,17,36,-19,-0.00977366255144033
2013-2014,Norwich City,Steven Whittaker,1412,13,28,-15,-0.010623229461756374
2013-2014,Norwich City,Leroy Fer,2473,18,40,-22,-0.008896077638495753
2013-2014,Norwich City,Gary Hooper,2009,16,35,-19,-0.009457441513190641
2013-2014,Sunderland,Vito Mannone,2567,34,35,-1,-0.00038955979742890534
2013-2014,Sunderland,Adam Johnson,2442,31,42,-11,-0.0045045045045045045
2013-2014,Sunderland,Fabio Borini,2186,27,30,-3,-0.0013723696248856359
2013-2014,Sunderland,Liam Bridcutt,841,8,20,-12,-0.014268727705112961
2013-2014,Sunderland,Seb Larsson,2218,22,27,-5,-0.002254283137962128
2013-2014,Sunderland,Jack Colback,2418,35,39,-4,-0.0016542597187758478
2013-2014,Sunderland,John O'Shea,2934,35,44,-9,-0.003067484662576687
2013-2014,Sunderland,Santiago Vergini,978,16,21,-5,-0.005112474437627812
2013-2014,Sunderland,Wes Brown,2204,30,28,2,0.0009074410163339383
2013-2014,Sunderland,Connor Wickham,836,13,13,0,0.0
2013-2014,Sunderland,Phil Bardsley,2246,24,36,-12,-0.005342831700801425
2013-2014,Sunderland,Emanuele Giaccherini,1354,14,20,-6,-0.004431314623338257
2013-2014,Sunderland,Ondřej Čelůstka,1324,8,20,-12,-0.00906344410876133
2013-2014,Sunderland,Jozy Altidore,1799,22,30,-8,-0.0044469149527515284
