Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2021-2022,Manchester United,Nemanja Matić,1376,20,23,-3,-0.002180232558139535
2021-2022,Manchester United,Brandon Williams,2115,13,51,-38,-0.017966903073286054
2021-2022,Manchester United,Donny van de Beek,527,5,13,-8,-0.015180265654648957
2021-2022,Leicester City,Kasper Schmeichel,3330,57,57,0,0.0
2021-2022,Leicester City,Çağlar Söyüncü,2498,41,43,-2,-0.0008006405124099279
2021-2022,Leicester City,Harvey Barnes,2094,38,29,9,0.004297994269340974
2021-2022,Leicester City,Youri Tielemans,2633,52,41,11,0.004177744018230156
2021-2022,Leicester City,Jamie Vardy,1806,37,26,11,0.006090808416389812
2021-2022,Leicester City,James Maddison,2456,48,41,7,0.0028501628664495114
2021-2022,Leicester City,Ayoze Pérez,489,10,15,-5,-0.010224948875255624
2021-2022,Leicester City,Daniel Amartey,2105,34,39,-5,-0.0023752969121140144
2021-2022,Leicester City,Ricardo Pereira,994,19,19,0,0.0
2021-2022,Leicester City,Wilfred Ndidi,1619,26,25,1,0.0006176652254478073
2021-2022,Leicester City,Luke Thomas,1912,32,35,-3,-0.0015690376569037657
2021-2022,Leicester City,Marc Albrighton,1116,17,24,-7,-0.0062724014336917565
2021-2022,Leicester City,Kelechi Iheanacho,1247,18,24,-6,-0.0048115477145148355
2021-2022,Leicester City,Kiernan Dewsbury-Hall,2098,37,27,10,0.004766444232602479
2021-2022,Leicester City,Jannik Vestergaard,561,11,14,-3,-0.0053475935828877
2021-2022,Leicester City,Patson Daka,1147,19,20,-1,-0.0008718395815170009
2021-2022,Leicester City,Boubakary Soumaré,1090,19,23,-4,-0.003669724770642202
2021-2022,Burnley,Nick Pope,3240,30,46,-16,-0.0049382716049382715
2021-2022,Burnley,Matthew Lowton,1762,17,29,-12,-0.00681044267877412
2021-2022,Burnley,Charlie Taylor,2730,27,46,-19,-0.00695970695970696
2021-2022,Burnley,Jack Cork,1676,18,24,-6,-0.003579952267303103
2021-2022,Burnley,James Tarkowski,3107,28,49,-21,-0.0067589314451239136
2021-2022,Burnley,Ben Mee,1840,18,24,-6,-0.003260869565217391
2021-2022,Burnley,Jóhann Berg Guðmundsson,1098,10,18,-8,-0.007285974499089253
2021-2022,Burnley,Chris Wood,2706,30,39,-9,-0.0033259423503325942
2021-2022,Burnley,Dwight McNeil,3108,29,47,-18,-0.005791505791505791
2021-2022,Burnley,Ashley Westwood,2289,19,39,-20,-0.00873743993010048
2021-2022,Burnley,Jay Rodriguez,1334,12,14,-2,-0.0014992503748125937
2021-2022,Burnley,Josh Brownhill,2953,29,44,-15,-0.005079580088046055
2021-2022,Burnley,Ashley Barnes,765,6,17,-11,-0.01437908496732026
2021-2022,Burnley,Nathan Collins,1670,17,25,-8,-0.004790419161676647
2021-2022,Burnley,Erik Pieters,719,6,5,1,0.0013908205841446453
2021-2022,Burnley,Matěj Vydra,639,5,5,0,0.0
2021-2022,Chelsea,Edouard Mendy,3060,69,30,39,0.012745098039215686
2021-2022,Chelsea,Antonio Rüdiger,3036,67,26,41,0.013504611330698288
2021-2022,Chelsea,Marcos Alonso,2170,42,21,21,0.00967741935483871
2021-2022,Chelsea,Andreas Christensen,1496,38,11,27,0.01804812834224599
2021-2022,Chelsea,Jorginho,2278,52,16,36,0.015803336259877086
2021-2022,Chelsea,Mateo Kovačić,1544,38,11,27,0.017487046632124352
2021-2022,Chelsea,Christian Pulisic,1280,27,9,18,0.0140625
2021-2022,Chelsea,Timo Werner,1267,25,17,8,0.006314127861089187
2021-2022,Chelsea,Trevoh Chalobah,1447,37,8,29,0.020041465100207326
2021-2022,Chelsea,Mason Mount,2351,55,24,31,0.013185878349638452
2021-2022,Chelsea,César Azpilicueta,2075,36,23,13,0.006265060240963855
2021-2022,Chelsea,Thiago Silva,2648,58,27,31,0.011706948640483383
2021-2022,Chelsea,Kurt Zouma,2080,31,27,4,0.0019230769230769232
2021-2022,Chelsea,Callum Hudson-Odoi,966,23,7,16,0.016563146997929608
2021-2022,Chelsea,Ben Chilwell,540,17,2,15,0.027777777777777776
2021-2022,Chelsea,Reece James,1909,40,21,19,0.00995285489785228
2021-2022,Chelsea,Kai Havertz,1795,43,17,26,0.014484679665738161
2021-2022,Watford,Daniel Bachmann,1080,10,26,-16,-0.014814814814814815
2021-2022,Watford,William Troost-Ekong,1388,19,29,-10,-0.007204610951008645
2021-2022,Watford,Tom Cleverley,1617,20,35,-15,-0.00927643784786642
2021-2022,Watford,Adam Masina,1077,17,26,-9,-0.008356545961002786
2021-2022,Watford,Ken Sema,834,6,15,-9,-0.01079136690647482
2021-2022,Watford,Craig Cathcart,2388,28,53,-25,-0.010469011725293133
2021-2022,Watford,Ismaila Sarr,1864,14,39,-25,-0.013412017167381975
2021-2022,Watford,Emmanuel Dennis,2603,27,58,-31,-0.011909335382251248
2021-2022,Watford,Christian Kabasele,1189,9,29,-20,-0.01682085786375105
2021-2022,Watford,Juraj Kucka,1913,17,32,-15,-0.007841087297438577
2021-2022,Watford,Ben Foster,2340,23,48,-25,-0.010683760683760684
2021-2022,Watford,Jeremy Ngakia,895,8,18,-10,-0.0111731843575419
2021-2022,Watford,Danny Rose,689,5,15,-10,-0.01451378809869376
2021-2022,Watford,Imran Louza,1422,11,38,-27,-0.0189873417721519
2021-2022,Watford,Cucho,1126,18,31,-13,-0.011545293072824156
2021-2022,Everton,Jordan Pickford,3150,40,54,-14,-0.0044444444444444444
2021-2022,Everton,Mason Holgate,2126,28,39,-11,-0.0051740357478833494
2021-2022,Everton,Michael Keane,2818,35,51,-16,-0.0056777856635912
2021-2022,Everton,Allan,2186,26,35,-9,-0.004117108874656907
2021-2022,Everton,Richarlison,2528,32,43,-11,-0.00435126582278481
2021-2022,Everton,Dominic Calvert-Lewin,1287,23,28,-5,-0.003885003885003885
2021-2022,Everton,Demarai Gray,2351,30,37,-7,-0.0029774564015312634
2021-2022,Everton,Lucas Digne,2432,37,41,-4,-0.001644736842105263
2021-2022,Everton,Andros Townsend,1457,13,28,-15,-0.01029512697323267
2021-2022,Everton,Abdoulaye Doucouré,2532,33,43,-10,-0.0039494470774091624
2021-2022,Everton,Séamus Coleman,2658,33,46,-13,-0.004890895410082769
2021-2022,Everton,Jonjoe Kenny,1018,10,23,-13,-0.012770137524557957
2021-2022,Everton,Fabian Delph,658,6,6,0,0.0
2021-2022,Everton,Yerry Mina,840,12,9,3,0.0035714285714285713
2021-2022,Everton,Alex Iwobi,2031,26,36,-10,-0.004923682914820286
2021-2022,Everton,Anthony Gordon,2285,23,36,-13,-0.0056892778993435445
2021-2022,Everton,Jarrad Branthwaite,459,6,15,-9,-0.0196078431372549
2021-2022,Norwich City,Tim Krul,2610,16,60,-44,-0.01685823754789272
2021-2022,Norwich City,Max Aarons,2873,15,67,-52,-0.01809954751131222
2021-2022,Norwich City,Ben Gibson,2520,18,55,-37,-0.014682539682539682
2021-2022,Norwich City,Grant Hanley,2899,18,68,-50,-0.017247326664367024
2021-2022,Norwich City,Lukas Rupp,732,3,14,-11,-0.015027322404371584
2021-2022,Norwich City,Billy Gilmour,1856,7,50,-43,-0.023168103448275863
2021-2022,Norwich City,Milot Rashica,2227,19,54,-35,-0.01571621014818141
2021-2022,Norwich City,Pierre Lees-Melou,2253,14,54,-40,-0.01775410563692854
2021-2022,Norwich City,Teemu Pukki,3261,21,77,-56,-0.017172646427476235
2021-2022,Norwich City,Dimitris Giannoulis,1155,5,26,-21,-0.01818181818181818
2021-2022,Norwich City,Angus Gunn,810,5,22,-17,-0.020987654320987655
2021-2022,Norwich City,Kieran Dowell,888,8,22,-14,-0.015765765765765764
2021-2022,Norwich City,Jakob Sørensen,592,1,18,-17,-0.028716216216216218
2021-2022,Norwich City,Kenny McLean,2706,19,61,-42,-0.015521064301552107
2021-2022,Norwich City,Josh Sargent,1569,9,32,-23,-0.014659018483110261
2021-2022,Norwich City,Adam Idah,605,5,11,-6,-0.009917355371900827
2021-2022,Newcastle United,Ciaran Clark,1096,14,26,-12,-0.010948905109489052
2021-2022,Newcastle United,Jonjo Shelvey,1983,27,29,-2,-0.0010085728693898135
2021-2022,Newcastle United,Callum Wilson,1389,15,31,-16,-0.011519078473722102
2021-2022,Newcastle United,Allan Saint-Maximin,2811,33,52,-19,-0.006759160441124155
2021-2022,Newcastle United,Matt Ritchie,1328,14,35,-21,-0.01581325301204819
2021-2022,Newcastle United,Isaac Hayden,1001,10,25,-15,-0.014985014985014986
2021-2022,Newcastle United,Emil Krafth,1629,20,21,-1,-0.0006138735420503376
2021-2022,Newcastle United,Federico Fernández,517,7,12,-5,-0.009671179883945842
2021-2022,Newcastle United,Jacob Murphy,1429,23,31,-8,-0.005598320503848845
2021-2022,Newcastle United,Miguel Almirón,1710,15,31,-16,-0.00935672514619883
2021-2022,Newcastle United,Fabian Schär,2161,25,30,-5,-0.0023137436372049976
2021-2022,Newcastle United,Jamaal Lascelles,2048,22,42,-20,-0.009765625
2021-2022,Newcastle United,Joelinton,2545,31,44,-13,-0.005108055009823182
2021-2022,Newcastle United,Ryan Fraser,1463,18,22,-4,-0.002734107997265892
2021-2022,Newcastle United,Sean Longstaff,1450,18,29,-11,-0.007586206896551724
2021-2022,Tottenham Hotspur,Hugo Lloris,3420,63,39,24,0.007017543859649123
2021-2022,Tottenham Hotspur,Sergio Reguilón,1918,28,24,4,0.0020855057351407717
2021-2022,Tottenham Hotspur,Pierre Højbjerg,3199,60,33,27,0.008440137542982182
2021-2022,Tottenham Hotspur,Davinson Sánchez,1618,30,15,15,0.009270704573547589
2021-2022,Tottenham Hotspur,Son Heung-min,3021,59,29,30,0.009930486593843098
2021-2022,Tottenham Hotspur,Eric Dier,3072,59,29,30,0.009765625
2021-2022,Tottenham Hotspur,Dele Alli,985,12,22,-10,-0.01015228426395939
2021-2022,Tottenham Hotspur,Steven Bergwijn,498,8,4,4,0.008032128514056224
2021-2022,Tottenham Hotspur,Japhet Tanganga,765,11,11,0,0.0
2021-2022,Tottenham Hotspur,Lucas Moura,1740,26,19,7,0.004022988505747126
2021-2022,Tottenham Hotspur,Oliver Skipp,1348,19,12,7,0.0051928783382789315
2021-2022,Tottenham Hotspur,Matt Doherty,858,23,10,13,0.015151515151515152
2021-2022,Tottenham Hotspur,Cristian Romero,1845,33,24,9,0.004878048780487805
2021-2022,Tottenham Hotspur,Harry Winks,890,14,14,0,0.0
2021-2022,Tottenham Hotspur,Moussa Sissoko,3221,30,70,-40,-0.012418503570319777
2021-2022,Tottenham Hotspur,Ben Davies,2539,52,30,22,0.00866482867270579
2021-2022,Liverpool,Alisson,3240,87,23,64,0.019753086419753086
2021-2022,Liverpool,Virgil van Dijk,3060,84,20,64,0.02091503267973856
2021-2022,Liverpool,Naby Keïta,1155,29,6,23,0.019913419913419914
2021-2022,Liverpool,Sadio Mané,2824,76,23,53,0.018767705382436262
2021-2022,Liverpool,Mohamed Salah,2762,78,21,57,0.020637219406227373
2021-2022,Liverpool,Jordan Henderson,2594,72,21,51,0.01966075558982267
2021-2022,Liverpool,Diogo Jota,2373,58,18,40,0.01685630004214075
2021-2022,Liverpool,Kostas Tsimikas,862,23,6,17,0.019721577726218097
2021-2022,Liverpool,Joël Matip,2790,76,20,56,0.02007168458781362
2021-2022,Liverpool,Trent Alexander-Arnold,2855,80,21,59,0.02066549912434326
2021-2022,Liverpool,Ibrahima Konaté,990,28,10,18,0.01818181818181818
2021-2022,Liverpool,Thiago Alcántara,1529,43,7,36,0.02354480052321779
2021-2022,Liverpool,Roberto Firmino,972,32,9,23,0.023662551440329218
2021-2022,Liverpool,Curtis Jones,852,26,9,17,0.01995305164319249
2021-2022,Liverpool,Andrew Robertson,2554,71,19,52,0.020360219263899765
2021-2022,Aston Villa,Emiliano Martínez,3240,48,46,2,0.0006172839506172839
2021-2022,Aston Villa,Matty Cash,3380,50,48,2,0.000591715976331361
2021-2022,Aston Villa,Ezri Konsa,2525,34,41,-7,-0.002772277227722772
2021-2022,Aston Villa,Tyrone Mings,3188,47,47,0,0.0
2021-2022,Aston Villa,Douglas Luiz,2721,41,37,4,0.001470047776552738
2021-2022,Aston Villa,John McGinn,3093,45,46,-1,-0.00032331070158422246
2021-2022,Aston Villa,Emi Buendía,1889,28,30,-2,-0.0010587612493382743
2021-2022,Aston Villa,Ashley Young,1226,19,18,1,0.0008156606851549756
2021-2022,Aston Villa,Danny Ings,1890,27,25,2,0.0010582010582010583
2021-2022,Aston Villa,Jacob Ramsey,2477,38,34,4,0.0016148566814695195
2021-2022,Aston Villa,Matt Targett,2874,35,45,-10,-0.003479471120389701
2021-2022,Aston Villa,Axel Tuanzebe,496,5,10,-5,-0.010080645161290322
2021-2022,Aston Villa,Marvelous Nakamba,893,14,19,-5,-0.005599104143337066
2021-2022,Manchester City,Ederson,3330,94,26,68,0.02042042042042042
2021-2022,Manchester City,Kyle Walker,1756,40,14,26,0.014806378132118452
2021-2022,Manchester City,Rúben Dias,2403,67,18,49,0.02039117769454848
2021-2022,Manchester City,İlkay Gündoğan,1839,59,10,49,0.026644915715062535
2021-2022,Manchester City,Gabriel Jesus,1869,47,15,32,0.017121455323702513
2021-2022,Manchester City,Jack Grealish,1898,49,8,41,0.02160168598524763
2021-2022,Manchester City,Aymeric Laporte,2879,85,24,61,0.021187912469607502
2021-2022,Manchester City,Rodri,2888,80,22,58,0.02008310249307479
2021-2022,Manchester City,Bernardo Silva,2851,71,23,48,0.01683619782532445
2021-2022,Manchester City,João Cancelo,3228,85,25,60,0.01858736059479554
2021-2022,Manchester City,Nathan Aké,921,19,3,16,0.01737242128121607
2021-2022,Manchester City,Raheem Sterling,2124,64,17,47,0.022128060263653482
2021-2022,Manchester City,Oleksandr Zinchenko,1042,48,9,39,0.03742802303262956
2021-2022,Manchester City,Fernandinho,933,31,11,20,0.021436227224008574
2021-2022,Manchester City,Riyad Mahrez,1478,42,14,28,0.018944519621109608
2021-2022,Leeds United,Illan Meslier,3385,39,78,-39,-0.011521418020679469
2021-2022,Leeds United,Luke Ayling,2338,31,66,-35,-0.014970059880239521
2021-2022,Leeds United,Junior Firpo,1714,18,48,-30,-0.01750291715285881
2021-2022,Leeds United,Liam Cooper,1815,20,25,-5,-0.0027548209366391185
2021-2022,Leeds United,Patrick Bamford,560,7,14,-7,-0.0125
2021-2022,Leeds United,Raphinha,2922,34,67,-33,-0.011293634496919919
2021-2022,Leeds United,Stuart Dallas,2913,38,65,-27,-0.009268795056642637
2021-2022,Leeds United,Pascal Struijk,2073,24,53,-29,-0.013989387361312108
2021-2022,Leeds United,Jack Harrison,2648,31,67,-36,-0.013595166163141994
2021-2022,Leeds United,Kalvin Phillips,1596,18,24,-6,-0.0037593984962406013
2021-2022,Leeds United,Mateusz Klich,2080,24,52,-28,-0.013461538461538462
2021-2022,Leeds United,Adam Forshaw,1524,20,41,-21,-0.013779527559055118
2021-2022,Leeds United,Tyler Roberts,965,10,26,-16,-0.016580310880829015
2021-2022,Leeds United,Rodrigo,2272,25,36,-11,-0.0048415492957746475
2021-2022,Leeds United,Jamie Shackleton,705,9,13,-4,-0.005673758865248227
2021-2022,Crystal Palace,Vicente Guaita,2656,38,33,5,0.0018825301204819277
2021-2022,Crystal Palace,Joel Ward,2486,37,36,1,0.00040225261464199515
2021-2022,Crystal Palace,Tyrick Mitchell,3103,46,41,5,0.0016113438607798904
2021-2022,Crystal Palace,Marc Guéhi,3223,49,41,8,0.0024821594787465093
2021-2022,Crystal Palace,Cheikhou Kouyaté,1973,27,28,-1,-0.0005068423720223011
2021-2022,Crystal Palace,Wilfried Zaha,2814,38,33,5,0.0017768301350390902
2021-2022,Crystal Palace,Jeffrey Schlupp,1821,23,16,7,0.003844041735310269
2021-2022,Crystal Palace,Joachim Andersen,2906,44,35,9,0.0030970406056434964
2021-2022,Crystal Palace,James McArthur,1420,20,14,6,0.004225352112676056
2021-2022,Crystal Palace,Christian Benteke,1098,17,18,-1,-0.0009107468123861566
2021-2022,Crystal Palace,Conor Gallagher,2851,41,36,5,0.00175377060680463
2021-2022,Crystal Palace,Jack Butland,764,12,11,1,0.0013089005235602095
2021-2022,Crystal Palace,James Tomkins,531,6,10,-4,-0.007532956685499058
2021-2022,Crystal Palace,Jordan Ayew,2020,30,32,-2,-0.0009900990099009901
2021-2022,Crystal Palace,Jean-Philippe Mateta,1137,20,13,7,0.006156552330694811
2021-2022,Brighton & Hove Albion,Robert Sánchez,3330,40,42,-2,-0.0006006006006006006
2021-2022,Brighton & Hove Albion,Adam Webster,1426,19,19,0,0.0
2021-2022,Brighton & Hove Albion,Lewis Dunk,2610,31,33,-2,-0.0007662835249042146
2021-2022,Brighton & Hove Albion,Yves Bissouma,2117,27,28,-1,-0.0004723665564478035
2021-2022,Brighton & Hove Albion,Neal Maupay,2268,23,31,-8,-0.003527336860670194
2021-2022,Brighton & Hove Albion,Alexis Mac Allister,2108,29,28,1,0.0004743833017077799
2021-2022,Brighton & Hove Albion,Leandro Trossard,2812,32,33,-1,-0.00035561877667140827
2021-2022,Brighton & Hove Albion,Pascal Groß,2037,19,24,-5,-0.002454590083456063
2021-2022,Brighton & Hove Albion,Adam Lallana,1551,21,20,1,0.0006447453255963894
2021-2022,Brighton & Hove Albion,Solly March,1717,23,23,0,0.0
2021-2022,Brighton & Hove Albion,Shane Duffy,1433,15,19,-4,-0.0027913468248429866
2021-2022,Brighton & Hove Albion,Enock Mwepu,997,17,13,4,0.004012036108324975
2021-2022,Brighton & Hove Albion,Jakub Moder,1678,16,23,-7,-0.004171632896305125
2021-2022,Brighton & Hove Albion,Moisés Caicedo,664,12,6,6,0.009036144578313253
2021-2022,Wolverhampton Wanderers,José Sá,3286,34,39,-5,-0.0015216068167985392
2021-2022,Wolverhampton Wanderers,Fernando Marçal,1451,8,14,-6,-0.004135079255685734
2021-2022,Wolverhampton Wanderers,Rúben Neves,2660,25,32,-7,-0.002631578947368421
2021-2022,Wolverhampton Wanderers,Raúl Jiménez,2708,25,31,-6,-0.0022156573116691287
2021-2022,Wolverhampton Wanderers,Francisco Trincão,1310,12,14,-2,-0.0015267175572519084
2021-2022,Wolverhampton Wanderers,Conor Coady,3364,34,42,-8,-0.0023781212841854932
2021-2022,Wolverhampton Wanderers,Nélson Semedo,2137,23,18,5,0.002339728591483388
2021-2022,Wolverhampton Wanderers,Max Kilman,2689,25,24,1,0.0003718854592785422
2021-2022,Wolverhampton Wanderers,Romain Saïss,2709,24,29,-5,-0.0018456995201181247
2021-2022,Wolverhampton Wanderers,João Moutinho,2975,29,39,-10,-0.0033613445378151263
2021-2022,Wolverhampton Wanderers,Adama Traoré,1063,8,10,-2,-0.0018814675446848542
2021-2022,Wolverhampton Wanderers,Rayan Aït Nouri,1818,24,26,-2,-0.0011001100110011
2021-2022,Wolverhampton Wanderers,Fábio Silva,509,6,6,0,0.0
2021-2022,Wolverhampton Wanderers,Leander Dendoncker,1936,22,28,-6,-0.0030991735537190084
2021-2022,Southampton,Alex McCarthy,1530,15,27,-12,-0.00784313725490196
2021-2022,Southampton,Jack Stephens,801,6,19,-13,-0.016229712858926344
2021-2022,Southampton,Oriol Romeu,2893,38,51,-13,-0.004493605254061528
2021-2022,Southampton,James Ward-Prowse,3230,38,63,-25,-0.007739938080495356
2021-2022,Southampton,Adam Armstrong,1404,11,30,-19,-0.013532763532763533
2021-2022,Southampton,Che Adams,2025,24,38,-14,-0.006913580246913581
2021-2022,Southampton,Romain Perraud,1621,19,31,-12,-0.007402837754472548
2021-2022,Southampton,Valentino Livramento,2195,24,42,-18,-0.008200455580865604
2021-2022,Southampton,Mohammed Salisu,3023,40,56,-16,-0.005292755540853457
2021-2022,Southampton,Fraser Forster,1710,24,33,-9,-0.005263157894736842
2021-2022,Southampton,Kyle Walker-Peters,2630,33,47,-14,-0.00532319391634981
2021-2022,Southampton,Nathan Redmond,1810,24,32,-8,-0.004419889502762431
2021-2022,Southampton,Nathan Tella,796,13,16,-3,-0.0037688442211055275
2021-2022,Southampton,Mohamed Elyounoussi,2027,24,31,-7,-0.003453379378391712
2021-2022,Southampton,Ibrahima Diallo,983,11,19,-8,-0.008138351983723296
2021-2022,Southampton,Jan Bednarek,2632,32,50,-18,-0.006838905775075988
2021-2022,Arsenal,Kieran Tierney,1919,33,21,12,0.006253256904637832
2021-2022,Arsenal,Bukayo Saka,2996,52,39,13,0.0043391188251001335
2021-2022,Arsenal,Emile Smith Rowe,1909,26,28,-2,-0.0010476689366160294
2021-2022,Arsenal,Rob Holding,893,18,16,2,0.0022396416573348264
2021-2022,Arsenal,Cédric Soares,1477,22,26,-4,-0.002708192281651997
2021-2022,Arsenal,Nicolas Pépé,664,10,9,1,0.0015060240963855422
2021-2022,Arsenal,Albert Sambi Lokonga,1113,11,11,0,0.0
2021-2022,Arsenal,Granit Xhaka,2386,45,37,8,0.003352891869237217
2021-2022,Arsenal,Martinelli,1876,33,24,9,0.004797441364605544
2021-2022,Arsenal,Aaron Ramsdale,3060,59,38,21,0.006862745098039216
2021-2022,Arsenal,Pierre-Emerick Aubameyang,1035,17,15,2,0.001932367149758454
2021-2022,Arsenal,Nuno Tavares,1153,24,18,6,0.005203816131830009
2021-2022,Arsenal,Calum Chambers,1000,17,16,1,0.001
2021-2022,Arsenal,Mohamed Elneny,779,20,15,5,0.006418485237483954
2021-2022,West Ham United,Łukasz Fabiański,3330,58,48,10,0.003003003003003003
2021-2022,West Ham United,Aaron Cresswell,2728,42,36,6,0.0021994134897360706
2021-2022,West Ham United,Vladimír Coufal,2227,41,35,6,0.002694207453973956
2021-2022,West Ham United,Pablo Fornals,2794,43,37,6,0.0021474588403722263
2021-2022,West Ham United,Michail Antonio,2980,53,41,12,0.004026845637583893
2021-2022,West Ham United,Craig Dawson,2756,48,41,7,0.0025399129172714078
2021-2022,West Ham United,Jarrod Bowen,2993,55,45,10,0.003341129301703976
2021-2022,West Ham United,Angelo Ogbonna,922,19,11,8,0.008676789587852495
2021-2022,West Ham United,Saïd Benrahma,2179,41,26,15,0.006883891693437357
2021-2022,West Ham United,Tomáš Souček,3062,49,44,5,0.0016329196603527107
2021-2022,West Ham United,Declan Rice,3178,54,47,7,0.0022026431718061676
2021-2022,West Ham United,Manuel Lanzini,1777,33,26,7,0.0039392234102419805
2021-2022,West Ham United,Issa Diop,958,19,18,1,0.0010438413361169101
2021-2022,West Ham United,Ben Johnson,1387,22,16,6,0.004325883201153569
