Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2018-2019,Southampton,Pierre Højbjerg,2782,38,56,-18,-0.006470165348670022
2018-2019,Southampton,Jan Bednarek,2151,31,36,-5,-0.0023245002324500234
2018-2019,Liverpool,Alisson,3420,86,22,64,0.01871345029239766
2018-2019,Liverpool,Virgil van Dijk,3385,86,22,64,0.018906942392909895
2018-2019,Liverpool,Georginio Wijnaldum,2735,66,16,50,0.018281535648994516
2018-2019,Liverpool,James Milner,1770,41,13,28,0.015819209039548022
2018-2019,Liverpool,Naby Keïta,1386,36,8,28,0.020202020202020204
2018-2019,Liverpool,Roberto Firmino,2620,62,15,47,0.017938931297709924
2018-2019,Liverpool,Sadio Mané,3086,76,21,55,0.01782242384964355
2018-2019,Liverpool,Mohamed Salah,3262,80,21,59,0.018087063151440833
2018-2019,Liverpool,Joe Gomez,1048,17,4,13,0.012404580152671756
2018-2019,Liverpool,Andrew Robertson,3219,78,20,58,0.018018018018018018
2018-2019,Liverpool,Trent Alexander-Arnold,2467,65,15,50,0.020267531414673693
2018-2019,Liverpool,Nathaniel Clyne,1236,20,25,-5,-0.0040453074433656954
2018-2019,Liverpool,Fabinho,2005,53,14,39,0.01945137157107232
2018-2019,Liverpool,Jordan Henderson,1976,47,14,33,0.016700404858299597
2018-2019,Liverpool,Daniel Sturridge,456,14,3,11,0.02412280701754386
2018-2019,Liverpool,Adam Lallana,453,11,2,9,0.019867549668874173
2018-2019,Liverpool,Xherdan Shaqiri,1040,32,5,27,0.025961538461538463
2018-2019,Arsenal,Petr Čech,585,11,9,2,0.003418803418803419
2018-2019,Arsenal,Héctor Bellerín,1535,32,20,12,0.007817589576547232
2018-2019,Arsenal,Sokratis Papastathopoulos,2199,41,33,8,0.0036380172805820826
2018-2019,Arsenal,Henrikh Mkhitaryan,1636,30,25,5,0.003056234718826406
2018-2019,Arsenal,Aaron Ramsey,1309,31,13,18,0.013750954927425516
2018-2019,Arsenal,Mesut Özil,1741,34,23,11,0.006318207926479035
2018-2019,Arsenal,Pierre-Emerick Aubameyang,2731,55,42,13,0.004760161113145368
2018-2019,Arsenal,Ainsley Maitland-Niles,1039,17,19,-2,-0.0019249278152069298
2018-2019,Arsenal,Shkodran Mustafi,2617,47,38,9,0.003439052350019106
2018-2019,Arsenal,Mattéo Guendouzi,2123,45,31,14,0.00659444182760245
2018-2019,Arsenal,Granit Xhaka,2502,51,36,15,0.005995203836930456
2018-2019,Arsenal,Bernd Leno,2835,58,40,18,0.006349206349206349
2018-2019,Arsenal,Alexandre Lacazette,2503,48,29,19,0.0075908909308829405
2018-2019,Arsenal,Lucas Torreira,2377,51,38,13,0.005469078670593185
2018-2019,Arsenal,Stephan Lichtsteiner,940,16,17,-1,-0.0010638297872340426
2018-2019,Arsenal,Rob Holding,807,21,9,12,0.01486988847583643
2018-2019,Arsenal,Alex Iwobi,1972,42,31,11,0.005578093306288032
2018-2019,Cardiff City,Neil Etheridge,3420,33,69,-36,-0.010526315789473684
2018-2019,Cardiff City,Joe Bennett,2641,24,50,-26,-0.009844755774327906
2018-2019,Cardiff City,Sean Morrison,3040,27,63,-36,-0.011842105263157895
2018-2019,Cardiff City,Bruno Ecuele Manga,3375,33,67,-34,-0.010074074074074074
2018-2019,Cardiff City,Harry Arter,2008,20,39,-19,-0.009462151394422311
2018-2019,Cardiff City,Joe Ralls,1974,14,37,-23,-0.01165146909827761
2018-2019,Cardiff City,Kenneth Zohore,716,8,16,-8,-0.0111731843575419
2018-2019,Cardiff City,Josh Murphy,1810,16,32,-16,-0.008839779005524863
2018-2019,Cardiff City,Víctor Camarasa,2572,24,52,-28,-0.01088646967340591
2018-2019,Cardiff City,Sol Bamba,2475,25,52,-27,-0.01090909090909091
2018-2019,Cardiff City,Junior Hoilett,2122,17,46,-29,-0.013666352497643733
2018-2019,Cardiff City,Callum Paterson,1983,21,41,-20,-0.010085728693898134
2018-2019,Cardiff City,Bobby Reid,1391,17,29,-12,-0.008626887131560028
2018-2019,Cardiff City,Greg Cunningham,630,5,17,-12,-0.01904761904761905
2018-2019,Cardiff City,Nathaniel Mendez-Laing,974,10,17,-7,-0.007186858316221766
2018-2019,West Ham United,Łukasz Fabiański,3420,51,54,-3,-0.0008771929824561404
2018-2019,West Ham United,Fabián Balbuena,2014,32,31,1,0.0004965243296921549
2018-2019,West Ham United,Pablo Zabaleta,2086,34,35,-1,-0.00047938638542665386
2018-2019,West Ham United,Marko Arnautović,2000,28,34,-6,-0.003
2018-2019,West Ham United,Felipe Anderson,3054,47,48,-1,-0.0003274394237066143
2018-2019,West Ham United,Robert Snodgrass,2207,32,32,0,0.0
2018-2019,West Ham United,Mark Noble,2360,39,31,8,0.003389830508474576
2018-2019,West Ham United,Javier Hernández,1335,27,19,8,0.00599250936329588
2018-2019,West Ham United,Angelo Ogbonna,1856,23,35,-12,-0.00646551724137931
2018-2019,West Ham United,Arthur Masuaku,1756,30,28,2,0.0011389521640091116
2018-2019,West Ham United,Aaron Cresswell,1589,21,26,-5,-0.0031466331025802393
2018-2019,West Ham United,Pedro Obiang,1107,13,21,-8,-0.007226738934056007
2018-2019,West Ham United,Andriy Yarmolenko,459,4,6,-2,-0.004357298474945534
2018-2019,West Ham United,Issa Diop,2970,47,42,5,0.0016835016835016834
2018-2019,West Ham United,Lucas Pérez,451,11,12,-1,-0.0022172949002217295
2018-2019,Everton,Jordan Pickford,3420,53,44,9,0.002631578947368421
2018-2019,Everton,Michael Keane,2970,49,37,12,0.00404040404040404
2018-2019,Everton,Gylfi Sigurðsson,3134,51,40,11,0.0035098915124441607
2018-2019,Everton,Theo Walcott,2109,36,32,4,0.001896633475580844
2018-2019,Everton,Cenk Tosun,1025,21,16,5,0.004878048780487805
2018-2019,Everton,Idrissa Gana Gueye,2825,40,29,11,0.0038938053097345134
2018-2019,Everton,Morgan Schneiderlin,833,15,9,6,0.007202881152460984
2018-2019,Everton,Séamus Coleman,2560,42,28,14,0.00546875
2018-2019,Everton,Richarlison,2728,39,34,5,0.0018328445747800588
2018-2019,Everton,Kurt Zouma,2610,39,37,2,0.0007662835249042146
2018-2019,Everton,Oumar Niasse,975,8,13,-5,-0.005128205128205128
2018-2019,Everton,Tom Davies,947,12,19,-7,-0.007391763463569166
2018-2019,Everton,Dominic Calvert-Lewin,1746,25,24,1,0.000572737686139748
2018-2019,Everton,Ademola Lookman,569,10,6,4,0.007029876977152899
2018-2019,Everton,Jonjoe Kenny,790,8,15,-7,-0.008860759493670886
2018-2019,Leicester City,Kasper Schmeichel,3420,48,48,0,0.0
2018-2019,Leicester City,Ben Chilwell,3240,47,43,4,0.0012345679012345679
2018-2019,Leicester City,Jonny Evans,1989,28,26,2,0.001005530417295123
2018-2019,Leicester City,Demarai Gray,1969,28,29,-1,-0.0005078720162519045
2018-2019,Leicester City,Jamie Vardy,2759,42,36,6,0.0021747009786154403
2018-2019,Leicester City,James Maddison,2912,41,44,-3,-0.0010302197802197802
2018-2019,Leicester City,Marc Albrighton,1616,17,17,0,0.0
2018-2019,Leicester City,Ricardo Pereira,3125,43,45,-2,-0.00064
2018-2019,Leicester City,Harry Maguire,2685,36,41,-5,-0.00186219739292365
2018-2019,Leicester City,Nampalys Mendy,2071,27,28,-1,-0.0004828585224529213
2018-2019,Leicester City,Wilfred Ndidi,3299,45,47,-2,-0.0006062443164595332
2018-2019,Leicester City,Wes Morgan,1974,29,28,1,0.0005065856129685917
2018-2019,Leicester City,Kelechi Iheanacho,876,14,14,0,0.0
2018-2019,Leicester City,Daniel Amartey,633,9,9,0,0.0
2018-2019,Leicester City,Rachid Ghezzal,727,6,13,-7,-0.009628610729023384
2018-2019,Tottenham Hotspur,Hugo Lloris,2970,61,30,31,0.010437710437710438
2018-2019,Tottenham Hotspur,Kieran Trippier,2278,42,20,22,0.009657594381035996
2018-2019,Tottenham Hotspur,Toby Alderweireld,2924,55,28,27,0.009233926128590971
2018-2019,Tottenham Hotspur,Jan Vertonghen,1920,32,21,11,0.005729166666666666
2018-2019,Tottenham Hotspur,Davinson Sánchez,1943,31,21,10,0.0051466803911477095
2018-2019,Tottenham Hotspur,Harry Kane,2427,49,29,20,0.008240626287597858
2018-2019,Tottenham Hotspur,Eric Dier,1509,26,18,8,0.005301524188204109
2018-2019,Tottenham Hotspur,Dele Alli,1834,31,19,12,0.006543075245365322
2018-2019,Tottenham Hotspur,Christian Eriksen,2762,57,34,23,0.00832729905865315
2018-2019,Tottenham Hotspur,Lucas Moura,2100,39,17,22,0.010476190476190476
2018-2019,Tottenham Hotspur,Ben Davies,1791,33,23,10,0.005583472920156337
2018-2019,Tottenham Hotspur,Danny Rose,1779,33,14,19,0.010680157391793142
2018-2019,Tottenham Hotspur,Harry Winks,1575,34,15,19,0.012063492063492064
2018-2019,Tottenham Hotspur,Érik Lamela,971,18,11,7,0.007209062821833162
2018-2019,Tottenham Hotspur,Moussa Sissoko,2336,45,26,19,0.008133561643835616
2018-2019,Tottenham Hotspur,Mousa Dembélé,510,9,6,3,0.0058823529411764705
2018-2019,Tottenham Hotspur,Serge Aurier,564,12,9,3,0.005319148936170213
2018-2019,Chelsea,Kepa Arrizabalaga,3240,60,39,21,0.006481481481481481
2018-2019,Chelsea,Antonio Rüdiger,2874,48,35,13,0.004523312456506611
2018-2019,Chelsea,Marcos Alonso,2761,50,28,22,0.00796812749003984
2018-2019,Chelsea,Jorginho,3165,55,37,18,0.005687203791469194
2018-2019,Chelsea,N'Golo Kanté,3086,55,38,17,0.005508749189889825
2018-2019,Chelsea,Ross Barkley,1214,27,12,15,0.012355848434925865
2018-2019,Chelsea,Pedro,1769,29,20,9,0.005087620124364048
2018-2019,Chelsea,Willian,2102,36,25,11,0.005233111322549952
2018-2019,Chelsea,César Azpilicueta,3403,61,39,22,0.006464883925947693
2018-2019,Chelsea,Álvaro Morata,943,15,11,4,0.0042417815482502655
2018-2019,Chelsea,David Luiz,3239,58,36,22,0.006792219820932387
2018-2019,Chelsea,Eden Hazard,2926,51,35,16,0.005468215994531784
2018-2019,Chelsea,Mateo Kovačić,1724,25,19,6,0.0034802784222737818
2018-2019,Chelsea,Olivier Giroud,810,22,5,17,0.020987654320987655
2018-2019,Chelsea,Andreas Christensen,615,16,7,9,0.014634146341463415
2018-2019,Burnley,Joe Hart,1710,17,40,-23,-0.013450292397660818
2018-2019,Burnley,Matthew Lowton,1741,23,37,-14,-0.0080413555427915
2018-2019,Burnley,Jack Cork,3313,41,59,-18,-0.005433142167220043
2018-2019,Burnley,James Tarkowski,3087,40,60,-20,-0.00647878198898607
2018-2019,Burnley,Ben Mee,3420,43,64,-21,-0.0061403508771929825
2018-2019,Burnley,Jóhann Berg Guðmundsson,1727,23,38,-15,-0.008685581933989578
2018-2019,Burnley,Chris Wood,2585,33,44,-11,-0.00425531914893617
2018-2019,Burnley,Jeff Hendrick,2046,22,42,-20,-0.009775171065493646
2018-2019,Burnley,Ashley Westwood,2822,42,52,-10,-0.003543586109142452
2018-2019,Burnley,Aaron Lennon,1217,12,21,-9,-0.007395234182415777
2018-2019,Burnley,Tom Heaton,1710,26,24,2,0.0011695906432748538
2018-2019,Burnley,Charlie Taylor,3237,41,60,-19,-0.005869632375656472
2018-2019,Burnley,Sam Vokes,910,8,19,-11,-0.012087912087912088
2018-2019,Burnley,Ashley Barnes,2360,33,38,-5,-0.00211864406779661
2018-2019,Burnley,Phil Bardsley,1672,20,26,-6,-0.0035885167464114833
2018-2019,Burnley,Kevin Long,513,4,8,-4,-0.007797270955165692
2018-2019,Manchester City,Ederson,3420,91,23,68,0.019883040935672516
2018-2019,Manchester City,Vincent Kompany,1221,34,7,27,0.022113022113022112
2018-2019,Manchester City,John Stones,1752,44,15,29,0.016552511415525113
2018-2019,Manchester City,İlkay Gündoğan,2128,59,15,44,0.020676691729323307
2018-2019,Manchester City,Sergio Agüero,2480,69,15,54,0.021774193548387097
2018-2019,Manchester City,Aymeric Laporte,3056,84,21,63,0.0206151832460733
2018-2019,Manchester City,Bernardo Silva,2853,74,22,52,0.018226428321065545
2018-2019,Manchester City,David Silva,2406,58,14,44,0.01828761429758936
2018-2019,Manchester City,Benjamin Mendy,900,27,6,21,0.023333333333333334
2018-2019,Manchester City,Fernandinho,2381,66,15,51,0.02141957160856783
2018-2019,Manchester City,Gabriel Jesus,977,25,11,14,0.014329580348004094
2018-2019,Manchester City,Kyle Walker,2769,71,17,54,0.01950162513542795
2018-2019,Manchester City,Raheem Sterling,2777,72,19,53,0.019085343896290963
2018-2019,Manchester City,Leroy Sané,1858,52,14,38,0.02045209903121636
2018-2019,Manchester City,Riyad Mahrez,1320,34,9,25,0.01893939393939394
2018-2019,Manchester City,Nicolás Otamendi,1220,36,6,30,0.02459016393442623
2018-2019,Brighton & Hove Albion,Mathew Ryan,3060,31,55,-24,-0.00784313725490196
2018-2019,Brighton & Hove Albion,Gaëtan Bong,1805,18,34,-16,-0.00886426592797784
2018-2019,Brighton & Hove Albion,Shane Duffy,3150,34,55,-21,-0.006666666666666667
2018-2019,Brighton & Hove Albion,Lewis Dunk,3170,31,56,-25,-0.007886435331230283
2018-2019,Brighton & Hove Albion,Dale Stephens,2543,26,46,-20,-0.007864726700747149
2018-2019,Brighton & Hove Albion,Anthony Knockaert,1842,20,41,-21,-0.011400651465798045
2018-2019,Brighton & Hove Albion,Pascal Groß,1868,19,32,-13,-0.006959314775160599
2018-2019,Brighton & Hove Albion,Glenn Murray,2504,27,46,-19,-0.0075878594249201275
2018-2019,Brighton & Hove Albion,Solly March,2472,26,40,-14,-0.0056634304207119745
2018-2019,Brighton & Hove Albion,Martín Montoya,2160,25,41,-16,-0.007407407407407408
2018-2019,Brighton & Hove Albion,Davy Pröpper,2541,27,45,-18,-0.0070838252656434475
2018-2019,Brighton & Hove Albion,Beram Kayal,916,8,15,-7,-0.007641921397379912
2018-2019,Brighton & Hove Albion,Yves Bissouma,1740,16,32,-16,-0.009195402298850575
2018-2019,Brighton & Hove Albion,Jürgen Locadia,1215,11,20,-9,-0.007407407407407408
2018-2019,Brighton & Hove Albion,Leon Balogun,591,7,10,-3,-0.005076142131979695
2018-2019,Brighton & Hove Albion,Alireza Jahanbakhsh,1022,11,16,-5,-0.004892367906066536
2018-2019,Brighton & Hove Albion,Bernardo,1750,17,29,-12,-0.006857142857142857
2018-2019,Crystal Palace,Wayne Hennessey,1575,15,26,-11,-0.006984126984126984
2018-2019,Crystal Palace,Patrick van Aanholt,3198,41,47,-6,-0.001876172607879925
2018-2019,Crystal Palace,Luka Milivojević,3420,48,52,-4,-0.0011695906432748538
2018-2019,Crystal Palace,James Tomkins,2563,33,37,-4,-0.0015606710885680843
2018-2019,Crystal Palace,Andros Townsend,3008,39,45,-6,-0.0019946808510638296
2018-2019,Crystal Palace,Wilfried Zaha,3044,45,48,-3,-0.0009855453350854138
2018-2019,Crystal Palace,Mamadou Sakho,2417,28,35,-7,-0.0028961522548613984
2018-2019,Crystal Palace,Jeffrey Schlupp,1646,22,27,-5,-0.003037667071688943
2018-2019,Crystal Palace,Christian Benteke,797,11,12,-1,-0.0012547051442910915
2018-2019,Crystal Palace,James McArthur,3071,42,48,-6,-0.0019537609899055682
2018-2019,Crystal Palace,Aaron Wan-Bissaka,3150,42,46,-4,-0.0012698412698412698
2018-2019,Crystal Palace,Vicente Guaita,1755,30,22,8,0.004558404558404558
2018-2019,Crystal Palace,Joel Ward,551,16,13,3,0.0054446460980036296
2018-2019,Crystal Palace,Max Meyer,1398,24,22,2,0.001430615164520744
2018-2019,Crystal Palace,Cheikhou Kouyaté,1851,20,27,-7,-0.0037817396002160996
2018-2019,Crystal Palace,Jordan Ayew,1180,13,12,1,0.000847457627118644
2018-2019,Crystal Palace,Martin Kelly,1110,16,20,-4,-0.0036036036036036037
