Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2012-2013,Queens Park Rangers,Armand Traoré,2095,18,28,-10,-0.00477326968973747
2012-2013,Queens Park Rangers,José Bosingwa,1829,20,30,-10,-0.005467468562055768
2012-2013,Queens Park Rangers,Jermaine Jenas,824,9,17,-8,-0.009708737864077669
2012-2013,Queens Park Rangers,Junior Hoilett,1449,13,25,-12,-0.008281573498964804
2012-2013,Queens Park Rangers,Loïc Rémy,1143,11,17,-6,-0.005249343832020997
2012-2013,Queens Park Rangers,Bobby Zamora,1379,15,22,-7,-0.005076142131979695
2012-2013,Queens Park Rangers,Nedum Onuoha,1610,10,26,-16,-0.009937888198757764
2012-2013,Queens Park Rangers,Andros Townsend,1048,11,20,-9,-0.008587786259541985
2012-2013,Queens Park Rangers,Clint Hill,2632,24,44,-20,-0.007598784194528876
2012-2013,Queens Park Rangers,Stéphane Mbia,2429,24,38,-14,-0.005763688760806916
2012-2013,Queens Park Rangers,Esteban Granero,1663,12,20,-8,-0.004810583283223091
2012-2013,Queens Park Rangers,Park Ji-sung,1341,13,24,-11,-0.00820283370618941
2012-2013,Queens Park Rangers,Adel Taarabt,2245,19,36,-17,-0.0075723830734966595
2012-2013,Queens Park Rangers,Fábio,1133,8,16,-8,-0.00706090026478376
2012-2013,Queens Park Rangers,Jamie Mackie,1704,14,27,-13,-0.007629107981220657
2012-2013,Queens Park Rangers,Shaun Derry,1078,5,12,-7,-0.006493506493506494
2012-2013,Everton,Tim Howard,3240,48,37,11,0.0033950617283950617
2012-2013,Everton,Darron Gibson,1809,27,18,9,0.004975124378109453
2012-2013,Everton,Leighton Baines,3420,53,38,15,0.0043859649122807015
2012-2013,Everton,Kevin Mirallas,1838,28,22,6,0.003264417845484222
2012-2013,Everton,Leon Osman,3182,50,35,15,0.004714016341923318
2012-2013,Everton,Steven Pienaar,3120,48,33,15,0.004807692307692308
2012-2013,Everton,Victor Anichebe,1717,26,18,8,0.004659289458357601
2012-2013,Everton,Phil Jagielka,3155,48,36,12,0.003803486529318542
2012-2013,Everton,Séamus Coleman,2164,32,20,12,0.005545286506469501
2012-2013,Everton,Sylvain Distin,2835,41,30,11,0.0038800705467372134
2012-2013,Everton,Marouane Fellaini,2785,44,30,14,0.005026929982046679
2012-2013,Everton,Ján Mucha,180,5,1,4,0.022222222222222223
2012-2013,Everton,Nikica Jelavić,2429,38,24,14,0.005763688760806916
2012-2013,Everton,John Heitinga,1600,30,24,6,0.00375
2012-2013,Everton,Bryan Oviedo,228,4,3,1,0.0043859649122807015
2012-2013,Everton,Ross Barkley,206,1,1,0,0.0
2012-2013,Everton,Steven Naismith,1276,22,19,3,0.0023510971786833857
2012-2013,Everton,Tony Hibbert,431,5,6,-1,-0.002320185614849188
2012-2013,Fulham,Mark Schwarzer,3240,41,57,-16,-0.0049382716049382715
2012-2013,Fulham,Brede Hangeland,3106,44,55,-11,-0.0035415325177076628
2012-2013,Fulham,Alexander Kačaniklić,1263,22,18,4,0.003167062549485352
2012-2013,Fulham,Kieran Richardson,916,7,21,-14,-0.015283842794759825
2012-2013,Fulham,Eyong Enoh,693,6,13,-7,-0.010101010101010102
2012-2013,Fulham,Damien Duff,2337,30,37,-7,-0.002995293110825845
2012-2013,Fulham,Aaron Hughes,2114,30,43,-13,-0.006149479659413435
2012-2013,Fulham,Giorgos Karagounis,1547,17,27,-10,-0.006464124111182934
2012-2013,Fulham,Dimitar Berbatov,2846,35,49,-14,-0.004919184820801124
2012-2013,Fulham,Bryan Ruiz,2383,33,43,-10,-0.00419639110365086
2012-2013,Fulham,Sascha Riether,3045,43,53,-10,-0.003284072249589491
2012-2013,Fulham,Mladen Petrić,880,10,18,-8,-0.00909090909090909
2012-2013,Fulham,Emmanuel Frimpong,221,1,2,-1,-0.004524886877828055
2012-2013,Fulham,Urby Emanuelson,643,5,16,-11,-0.017107309486780714
2012-2013,Fulham,Hugo Rodallega,1507,18,24,-6,-0.003981420039814201
2012-2013,Fulham,John Arne Riise,2530,35,41,-6,-0.0023715415019762848
2012-2013,Fulham,Philippe Senderos,1681,15,25,-10,-0.00594883997620464
2012-2013,Arsenal,Wojciech Szczęsny,2250,46,24,22,0.009777777777777778
2012-2013,Arsenal,Tomáš Rosický,611,14,6,8,0.01309328968903437
2012-2013,Arsenal,Laurent Koscielny,1752,39,19,20,0.01141552511415525
2012-2013,Arsenal,Aaron Ramsey,2087,44,19,25,0.011978917105893628
2012-2013,Arsenal,Santi Cazorla,3307,67,37,30,0.009071666162685213
2012-2013,Arsenal,Mikel Arteta,2985,60,30,30,0.010050251256281407
2012-2013,Arsenal,Lukas Podolski,2000,46,26,20,0.01
2012-2013,Arsenal,Bacary Sagna,2240,50,26,24,0.010714285714285714
2012-2013,Arsenal,Per Mertesacker,3048,58,30,28,0.009186351706036745
2012-2013,Arsenal,Kieran Gibbs,2102,41,23,18,0.008563273073263558
2012-2013,Arsenal,Theo Walcott,2285,53,27,26,0.011378555798687089
2012-2013,Arsenal,Łukasz Fabiański,360,11,3,8,0.022222222222222223
2012-2013,Arsenal,Thomas Vermaelen,2234,50,32,18,0.008057296329453895
2012-2013,Arsenal,Gervinho,1016,15,9,6,0.005905511811023622
2012-2013,Arsenal,Nacho Monreal,791,14,5,9,0.011378002528445006
2012-2013,Arsenal,Jack Wilshere,1718,34,22,12,0.006984866123399301
2012-2013,Arsenal,Carl Jenkinson,1216,16,11,5,0.004111842105263158
2012-2013,Arsenal,Alex Oxlade-Chamberlain,1060,24,11,13,0.012264150943396227
2012-2013,Reading,Alex McCarthy,1170,16,23,-7,-0.005982905982905983
2012-2013,Reading,Sean Morrison,1327,14,26,-12,-0.00904295403165034
2012-2013,Reading,Jobi McAnuff,3274,36,69,-33,-0.010079413561392792
2012-2013,Reading,Chris Gunter,1790,20,32,-12,-0.0067039106145251395
2012-2013,Reading,Garath McCleary,1571,21,32,-11,-0.007001909611712286
2012-2013,Reading,Stephen Kelly,1529,17,36,-19,-0.012426422498364944
2012-2013,Reading,Jem Karacan,1605,16,31,-15,-0.009345794392523364
2012-2013,Reading,Adrian Mariappa,2610,31,55,-24,-0.009195402298850575
2012-2013,Reading,Pavel Pogrebnyak,2066,20,39,-19,-0.009196515004840271
2012-2013,Reading,Hal Robson-Kanu,1277,16,33,-17,-0.01331245105716523
2012-2013,Reading,Danny Guthrie,1618,16,33,-17,-0.010506798516687269
2012-2013,Reading,Stuart Taylor,360,2,10,-8,-0.022222222222222223
2012-2013,Reading,Nick Blackman,388,7,6,1,0.002577319587628866
2012-2013,Reading,Ian Harte,1360,17,27,-10,-0.007352941176470588
2012-2013,Reading,Adam le Fondre,1492,26,38,-12,-0.00804289544235925
2012-2013,Reading,Daniel Carriço,88,1,1,0,0.0
2012-2013,Reading,Alex Pearce,1645,18,34,-16,-0.009726443768996961
2012-2013,Reading,Hope Akpan,471,8,12,-4,-0.008492569002123142
2012-2013,West Bromwich Albion,Ben Foster,2700,42,43,-1,-0.00037037037037037035
2012-2013,West Bromwich Albion,Graham Dorrans,1757,24,25,-1,-0.0005691519635742744
2012-2013,West Bromwich Albion,Chris Brunt,2180,31,36,-5,-0.0022935779816513763
2012-2013,West Bromwich Albion,Claudio Yacob,2481,39,39,0,0.0
2012-2013,West Bromwich Albion,Gareth McAuley,3240,48,52,-4,-0.0012345679012345679
2012-2013,West Bromwich Albion,Youssouf Mulumbu,2516,34,39,-5,-0.001987281399046105
2012-2013,West Bromwich Albion,Shane Long,2159,28,27,1,0.0004631773969430292
2012-2013,West Bromwich Albion,Liam Ridgewell,2485,37,39,-2,-0.0008048289738430583
2012-2013,West Bromwich Albion,Jonas Olsson,3240,49,51,-2,-0.0006172839506172839
2012-2013,West Bromwich Albion,James Morrison,2847,40,46,-6,-0.002107481559536354
2012-2013,West Bromwich Albion,Billy Jones,2209,33,39,-6,-0.002716161158895428
2012-2013,West Bromwich Albion,Boaz Myhill,720,8,11,-3,-0.004166666666666667
2012-2013,West Bromwich Albion,Craig Dawson,90,0,1,-1,-0.011111111111111112
2012-2013,West Bromwich Albion,Marc-Antoine Fortuné,842,18,13,5,0.0059382422802850355
2012-2013,West Bromwich Albion,Goran Popov,931,9,15,-6,-0.00644468313641246
2012-2013,West Bromwich Albion,Gabriel Tamaș,632,8,11,-3,-0.004746835443037975
2012-2013,West Bromwich Albion,Romelu Lukaku,2003,35,39,-4,-0.00199700449326011
2012-2013,West Bromwich Albion,Markus Rosenberg,547,10,11,-1,-0.0018281535648994515
2012-2013,Manchester City,Joe Hart,3420,64,32,32,0.00935672514619883
2012-2013,Manchester City,Micah Richards,614,12,4,8,0.013029315960912053
2012-2013,Manchester City,Aleksandar Kolarov,1050,20,14,6,0.005714285714285714
2012-2013,Manchester City,Yaya Touré,2830,56,27,29,0.010247349823321554
2012-2013,Manchester City,Carlos Tevez,2406,46,20,26,0.010806317539484621
2012-2013,Manchester City,Pablo Zabaleta,2650,49,30,19,0.007169811320754717
2012-2013,Manchester City,Joleon Lescott,1543,31,15,16,0.010369410239792612
2012-2013,Manchester City,Edin Džeko,1813,41,21,20,0.011031439602868174
2012-2013,Manchester City,James Milner,1790,32,13,19,0.010614525139664804
2012-2013,Manchester City,Samir Nasri,1848,35,22,13,0.007034632034632035
2012-2013,Manchester City,Jack Rodwell,497,11,8,3,0.006036217303822937
2012-2013,Manchester City,Javi García,1492,18,12,6,0.004021447721179625
2012-2013,Manchester City,Gaël Clichy,2334,48,23,25,0.010711225364181662
2012-2013,Manchester City,Sergio Agüero,1946,36,19,17,0.008735868448098663
2012-2013,Manchester City,Gareth Barry,2399,41,19,22,0.00917048770320967
2012-2013,Manchester City,David Silva,2521,50,20,30,0.01190003966679889
2012-2013,Manchester City,Maicon Sisenando,516,14,2,12,0.023255813953488372
2012-2013,Chelsea,Petr Čech,3196,69,34,35,0.01095118898623279
2012-2013,Chelsea,Frank Lampard,1901,44,19,25,0.013150973172014729
2012-2013,Chelsea,Juan Mata,2741,62,28,34,0.012404232032105071
2012-2013,Chelsea,Oscar,2293,47,26,21,0.009158307893589184
2012-2013,Chelsea,Gary Cahill,2218,51,31,20,0.009017132551848512
2012-2013,Chelsea,Branislav Ivanović,2973,64,32,32,0.010763538513286243
2012-2013,Chelsea,Demba Ba,2539,36,40,-4,-0.0015754233950374162
2012-2013,Chelsea,Fernando Torres,2591,59,32,27,0.010420686993438826
2012-2013,Chelsea,Ashley Cole,2790,63,29,34,0.012186379928315413
2012-2013,Chelsea,David Luiz,2633,58,21,37,0.01405241169768325
2012-2013,Chelsea,Nathan Aké,90,2,1,1,0.011111111111111112
2012-2013,Chelsea,Ross Turnbull,224,3,3,0,0.0
2012-2013,Chelsea,Paulo Ferreira,9,0,0,0,0.0
2012-2013,Chelsea,César Azpilicueta,2197,41,23,18,0.008192990441511151
2012-2013,Chelsea,Yossi Benayoun,368,7,5,2,0.005434782608695652
2012-2013,Chelsea,Marko Marin,142,1,4,-3,-0.02112676056338028
2012-2013,Chelsea,Victor Moses,1212,23,11,12,0.009900990099009901
2012-2013,Wigan Athletic,Ali Al-Habsi,2610,33,55,-22,-0.00842911877394636
2012-2013,Wigan Athletic,Arouna Koné,2931,38,58,-20,-0.006823609689525759
2012-2013,Wigan Athletic,Ben Watson,621,9,13,-4,-0.00644122383252818
2012-2013,Wigan Athletic,Jordi Gómez,1561,19,31,-12,-0.007687379884689302
2012-2013,Wigan Athletic,Paul Scharner,1260,19,27,-8,-0.006349206349206349
2012-2013,Wigan Athletic,James McArthur,2407,35,55,-20,-0.008309098462816784
2012-2013,Wigan Athletic,James McCarthy,3376,44,69,-25,-0.00740521327014218
2012-2013,Wigan Athletic,Roger Espinoza,607,11,14,-3,-0.004942339373970346
2012-2013,Wigan Athletic,Román Golobart,213,5,4,1,0.004694835680751174
2012-2013,Wigan Athletic,Shaun Maloney,2945,39,58,-19,-0.0064516129032258064
2012-2013,Wigan Athletic,Emmerson Boyce,3145,38,63,-25,-0.00794912559618442
2012-2013,Wigan Athletic,Joel Robles,810,12,15,-3,-0.003703703703703704
2012-2013,Wigan Athletic,Franco Di Santo,2131,30,48,-18,-0.008446738620366025
2012-2013,Wigan Athletic,Ángelo Henríquez,46,1,0,1,0.021739130434782608
2012-2013,Wigan Athletic,Eduard Campabadal,2,0,0,0,0.0
2012-2013,Wigan Athletic,Fraser Fyvie,22,0,0,0,0.0
2012-2013,Liverpool,Pepe Reina,2790,54,33,21,0.007526881720430108
2012-2013,Liverpool,Jamie Carragher,1529,36,17,19,0.012426422498364944
2012-2013,Liverpool,Martin Škrtel,2079,32,30,2,0.000962000962000962
2012-2013,Liverpool,José Enrique,2256,45,23,22,0.00975177304964539
2012-2013,Liverpool,Stewart Downing,2195,50,26,24,0.010933940774487472
2012-2013,Liverpool,Jordon Ibe,64,1,0,1,0.015625
2012-2013,Liverpool,Jordan Henderson,1530,34,12,22,0.01437908496732026
2012-2013,Liverpool,Glen Johnson,3223,64,38,26,0.008067018305926156
2012-2013,Liverpool,Lucas Leiva,1950,43,23,20,0.010256410256410256
2012-2013,Liverpool,Daniel Sturridge,1250,35,15,20,0.016
2012-2013,Liverpool,Philippe Coutinho,930,22,10,12,0.012903225806451613
2012-2013,Liverpool,Brad Jones,630,12,9,3,0.004761904761904762
2012-2013,Liverpool,Andre Wisdom,1016,22,11,11,0.010826771653543307
2012-2013,Liverpool,Fabio Borini,509,6,9,-3,-0.005893909626719057
2012-2013,Liverpool,Suso,603,12,7,5,0.008291873963515755
2012-2013,Liverpool,Oussama Assaidi,73,0,2,-2,-0.0273972602739726
2012-2013,Liverpool,Conor Coady,2,0,0,0,0.0
2012-2013,Liverpool,Sebastián Coates,233,5,3,2,0.008583690987124463
2012-2013,Newcastle United,Steve Harper,458,5,8,-3,-0.006550218340611353
2012-2013,Newcastle United,Cheick Tioté,1824,22,40,-18,-0.009868421052631578
2012-2013,Newcastle United,Yohan Cabaye,2123,25,34,-9,-0.004239284032030146
2012-2013,Newcastle United,Yoan Gouffran,1054,12,20,-8,-0.007590132827324478
2012-2013,Newcastle United,Steven Taylor,2138,22,37,-15,-0.007015902712815715
2012-2013,Newcastle United,Jonás Gutiérrez,2897,35,46,-11,-0.0037970314118053157
2012-2013,Newcastle United,Fabricio Coloccini,1924,29,35,-6,-0.0031185031185031187
2012-2013,Newcastle United,Hatem Ben Arfa,1460,16,26,-10,-0.00684931506849315
2012-2013,Newcastle United,Papiss Cissé,3002,37,60,-23,-0.007661558960692871
2012-2013,Newcastle United,Mapou Yanga-Mbiwa,1036,8,20,-12,-0.011583011583011582
2012-2013,Newcastle United,Mathieu Debuchy,1183,15,23,-8,-0.006762468300929839
2012-2013,Newcastle United,Vurnon Anita,1731,19,33,-14,-0.008087810514153668
2012-2013,Newcastle United,Danny Simpson,1525,17,28,-11,-0.007213114754098361
2012-2013,Newcastle United,Sylvain Marveaux,998,16,21,-5,-0.00501002004008016
2012-2013,Newcastle United,Gabriel Obertan,410,7,13,-6,-0.014634146341463415
2012-2013,Newcastle United,James Perch,1819,26,40,-14,-0.007696536558548653
2012-2013,Newcastle United,Adam Campbell,23,2,0,2,0.08695652173913043
2012-2013,Swansea City,Michel Vorm,2309,32,37,-5,-0.0021654395842356
2012-2013,Swansea City,Jonathan de Guzmán,2855,36,42,-6,-0.0021015761821366026
2012-2013,Swansea City,Wayne Routledge,2524,38,39,-1,-0.0003961965134706815
2012-2013,Swansea City,Ben Davies,3051,35,47,-12,-0.003933136676499509
2012-2013,Swansea City,Nathan Dyer,2340,33,31,2,0.0008547008547008547
2012-2013,Swansea City,Àngel Rangel,2750,43,38,5,0.0018181818181818182
2012-2013,Swansea City,Chico,2259,30,29,1,0.0004426737494466578
2012-2013,Swansea City,Michu,3011,39,39,0,0.0
2012-2013,Swansea City,Ashley Williams,3330,47,45,2,0.0006006006006006006
2012-2013,Swansea City,Leon Britton,2533,29,36,-7,-0.0027635215159889457
2012-2013,Swansea City,Pablo Hernández,2197,29,33,-4,-0.0018206645425580337
2012-2013,Swansea City,Gerhard Tremmel,1111,15,13,2,0.0018001800180018
2012-2013,Swansea City,Garry Monk,924,15,15,0,0.0
2012-2013,Swansea City,Dwight Tiendalli,1013,12,16,-4,-0.003948667324777887
2012-2013,Swansea City,Neil Taylor,277,9,2,7,0.02527075812274368
2012-2013,Swansea City,Itay Shechter,625,8,12,-4,-0.0064
2012-2013,Swansea City,Roland Lamah,152,2,5,-3,-0.019736842105263157
2012-2013,Swansea City,Kemy Agustien,566,8,12,-4,-0.007067137809187279
2012-2013,West Ham United,Jussi Jääskeläinen,3420,43,51,-8,-0.0023391812865497076
2012-2013,West Ham United,Joe Cole,786,10,17,-7,-0.008905852417302799
2012-2013,West Ham United,Mark Noble,2286,31,34,-3,-0.0013123359580052493
2012-2013,West Ham United,Joey O'Brien,2723,34,34,0,0.0
2012-2013,West Ham United,James Collins,2496,34,34,0,0.0
2012-2013,West Ham United,Mohamed Diamé,2607,35,32,3,0.0011507479861910242
2012-2013,West Ham United,Andy Carroll,1954,28,28,0,0.0
2012-2013,West Ham United,Guy Demel,2478,32,35,-3,-0.0012106537530266344
2012-2013,West Ham United,Winston Reid,3145,41,49,-8,-0.0025437201907790143
2012-2013,West Ham United,Kevin Nolan,2987,36,44,-8,-0.002678272514228323
2012-2013,West Ham United,Ricardo Vaz Tê,1607,22,22,0,0.0
2012-2013,West Ham United,James Tomkins,1732,16,32,-16,-0.009237875288683603
2012-2013,West Ham United,Modibo Maïga,408,7,6,1,0.0024509803921568627
2012-2013,West Ham United,Gary O'Neil,1442,16,17,-1,-0.0006934812760055479
2012-2013,West Ham United,Matthew Taylor,1369,18,22,-4,-0.0029218407596785976
2012-2013,West Ham United,Jack Collison,630,9,14,-5,-0.007936507936507936
2012-2013,Tottenham Hotspur,Hugo Lloris,2430,46,28,18,0.007407407407407408
2012-2013,Tottenham Hotspur,Aaron Lennon,2835,51,31,20,0.007054673721340388
2012-2013,Tottenham Hotspur,Tom Huddlestone,1033,24,19,5,0.00484027105517909
2012-2013,Tottenham Hotspur,Michael Dawson,2009,36,24,12,0.005973120955699353
2012-2013,Tottenham Hotspur,Clint Dempsey,1997,35,26,9,0.004506760140210316
2012-2013,Tottenham Hotspur,Scott Parker,1365,21,19,2,0.0014652014652014652
2012-2013,Tottenham Hotspur,Kyle Walker,3161,59,41,18,0.005694400506168934
2012-2013,Tottenham Hotspur,Emmanuel Adebayor,1671,29,23,6,0.003590664272890485
2012-2013,Tottenham Hotspur,Benoît Assou-Ekotto,1140,17,13,4,0.0035087719298245615
2012-2013,Tottenham Hotspur,Gareth Bale,2925,52,35,17,0.005811965811965812
2012-2013,Tottenham Hotspur,Jan Vertonghen,3060,58,40,18,0.0058823529411764705
2012-2013,Tottenham Hotspur,Brad Friedel,990,17,17,0,0.0
2012-2013,Tottenham Hotspur,Steven Caulker,1574,29,22,7,0.0044472681067344345
2012-2013,Tottenham Hotspur,Lewis Holtby,509,11,7,4,0.007858546168958742
2012-2013,Tottenham Hotspur,Gylfi Sigurðsson,1222,24,21,3,0.0024549918166939444
2012-2013,Tottenham Hotspur,Kyle Naughton,1062,20,13,7,0.006591337099811676
2012-2013,Tottenham Hotspur,Jermain Defoe,2412,47,29,18,0.007462686567164179
2012-2013,Tottenham Hotspur,Mousa Dembélé,2385,47,26,21,0.00880503144654088
2012-2013,Southampton,Kelvin Davis,854,10,18,-8,-0.00936768149882904
2012-2013,Southampton,Jos Hooiveld,2031,26,34,-8,-0.003938946331856229
2012-2013,Southampton,Steven Davis,2069,27,36,-9,-0.0043499275012083135
2012-2013,Southampton,Luke Shaw,1952,27,20,7,0.003586065573770492
2012-2013,Southampton,Adam Lallana,2237,29,38,-9,-0.004023245417970496
2012-2013,Southampton,José Fonte,2314,29,40,-11,-0.004753673292999135
2012-2013,Southampton,Morgan Schneiderlin,3209,44,51,-7,-0.0021813649111872857
2012-2013,Southampton,Jay Rodriguez,2180,27,37,-10,-0.0045871559633027525
2012-2013,Southampton,Rickie Lambert,3131,43,46,-3,-0.0009581603321622484
2012-2013,Southampton,Nathaniel Clyne,3021,38,50,-12,-0.003972194637537239
2012-2013,Southampton,Jack Cork,2340,31,28,3,0.001282051282051282
2012-2013,Southampton,Paulo Gazzaniga,810,12,11,1,0.0012345679012345679
2012-2013,Southampton,Emmanuel Mayuka,224,2,7,-5,-0.022321428571428572
2012-2013,Southampton,James Ward-Prowse,484,8,14,-6,-0.012396694214876033
2012-2013,Southampton,Maya Yoshida,2852,39,44,-5,-0.0017531556802244039
2012-2013,Southampton,Jason Puncheon,2066,31,31,0,0.0
