Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2015-2016,Aston Villa,Carlos Sánchez,1370,11,29,-18,-0.013138686131386862
2015-2016,Aston Villa,Kevin Toner,314,3,8,-5,-0.01592356687898089
2015-2016,Aston Villa,Brad Guzan,2520,19,56,-37,-0.014682539682539682
2015-2016,Aston Villa,Micah Richards,2046,15,50,-35,-0.01710654936461388
2015-2016,Aston Villa,Adama Traoré,184,4,7,-3,-0.016304347826086956
2015-2016,Aston Villa,Carles Gil,1440,9,29,-20,-0.013888888888888888
2015-2016,Aston Villa,Jordan Lyden,153,0,3,-3,-0.0196078431372549
2015-2016,Aston Villa,Jack Grealish,831,6,24,-18,-0.021660649819494584
2015-2016,Crystal Palace,Wayne Hennessey,2610,28,36,-8,-0.0030651340996168583
2015-2016,Crystal Palace,Joel Ward,2692,32,39,-7,-0.002600297176820208
2015-2016,Crystal Palace,Scott Dann,3150,37,42,-5,-0.0015873015873015873
2015-2016,Crystal Palace,Yohan Cabaye,2704,28,29,-1,-0.0003698224852071006
2015-2016,Crystal Palace,Yannick Bolasie,2076,30,21,9,0.004335260115606936
2015-2016,Crystal Palace,Dwight Gayle,814,11,11,0,0.0
2015-2016,Crystal Palace,James McArthur,2194,26,26,0,0.0
2015-2016,Crystal Palace,Connor Wickham,1324,19,17,2,0.0015105740181268882
2015-2016,Crystal Palace,Pape Souaré,3016,34,42,-8,-0.002652519893899204
2015-2016,Crystal Palace,Damien Delaney,2880,34,43,-9,-0.003125
2015-2016,Crystal Palace,Jason Puncheon,2625,28,34,-6,-0.002285714285714286
2015-2016,Crystal Palace,Julián Speroni,180,1,5,-4,-0.022222222222222223
2015-2016,Crystal Palace,Fraizer Campbell,358,3,8,-5,-0.013966480446927373
2015-2016,Crystal Palace,Jordon Mutch,793,12,14,-2,-0.0025220680958385876
2015-2016,Crystal Palace,Emmanuel Adebayor,619,5,14,-9,-0.014539579967689823
2015-2016,Crystal Palace,Bakary Sako,1068,8,12,-4,-0.003745318352059925
2015-2016,Crystal Palace,Joe Ledley,979,11,19,-8,-0.008171603677221655
2015-2016,Crystal Palace,Martin Kelly,1042,10,14,-4,-0.003838771593090211
2015-2016,Leicester City,Kasper Schmeichel,3420,68,36,32,0.00935672514619883
2015-2016,Leicester City,Wes Morgan,3420,68,36,32,0.00935672514619883
2015-2016,Leicester City,Jamie Vardy,3174,61,34,27,0.008506616257088847
2015-2016,Leicester City,Andy King,1047,25,17,8,0.007640878701050621
2015-2016,Leicester City,Marc Albrighton,2767,54,22,32,0.011564871702204554
2015-2016,Leicester City,N'Golo Kanté,3020,59,29,30,0.009933774834437087
2015-2016,Leicester City,Danny Simpson,2649,52,21,31,0.011702529256323141
2015-2016,Leicester City,Shinji Okazaki,2071,40,21,19,0.009174311926605505
2015-2016,Leicester City,Riyad Mahrez,3057,62,26,36,0.011776251226692836
2015-2016,Leicester City,Marcin Wasilewski,302,7,6,1,0.0033112582781456954
2015-2016,Leicester City,Christian Fuchs,2710,50,20,30,0.01107011070110701
2015-2016,Leicester City,Daniel Amartey,101,2,2,0,0.0
2015-2016,Leicester City,Jeffrey Schlupp,1382,29,24,5,0.00361794500723589
2015-2016,Leicester City,Demarai Gray,177,2,3,-1,-0.005649717514124294
2015-2016,Leicester City,Leonardo Ulloa,967,26,11,15,0.015511892450879007
2015-2016,Leicester City,Gökhan Inler,195,1,5,-4,-0.020512820512820513
2015-2016,Tottenham Hotspur,Hugo Lloris,3330,68,32,36,0.010810810810810811
2015-2016,Tottenham Hotspur,Kyle Walker,2943,58,26,32,0.010873258579680599
2015-2016,Tottenham Hotspur,Danny Rose,2132,48,18,30,0.014071294559099437
2015-2016,Tottenham Hotspur,Toby Alderweireld,3420,68,32,36,0.010526315789473684
2015-2016,Tottenham Hotspur,Jan Vertonghen,2595,50,26,24,0.009248554913294798
2015-2016,Tottenham Hotspur,Son Heung-min,1104,21,11,10,0.009057971014492754
2015-2016,Tottenham Hotspur,Ryan Mason,798,8,10,-2,-0.002506265664160401
2015-2016,Tottenham Hotspur,Harry Kane,3370,68,30,38,0.011275964391691394
2015-2016,Tottenham Hotspur,Érik Lamela,2383,49,25,24,0.010071338648762064
2015-2016,Tottenham Hotspur,Eric Dier,3268,65,32,33,0.010097919216646267
2015-2016,Tottenham Hotspur,Christian Eriksen,2942,62,29,33,0.011216859279401768
2015-2016,Tottenham Hotspur,Michel Vorm,90,0,0,0,0.0
2015-2016,Tottenham Hotspur,Clinton N'Jie,184,2,1,1,0.005434782608695652
2015-2016,Tottenham Hotspur,Nacer Chadli,932,13,9,4,0.004291845493562232
2015-2016,Tottenham Hotspur,Kevin Wimmer,812,18,6,12,0.014778325123152709
2015-2016,Tottenham Hotspur,Tom Carroll,503,8,7,1,0.0019880715705765406
2015-2016,Tottenham Hotspur,Ben Davies,1288,20,14,6,0.004658385093167702
2015-2016,Manchester City,Joe Hart,3110,63,34,29,0.00932475884244373
2015-2016,Manchester City,Bacary Sagna,2448,44,24,20,0.008169934640522876
2015-2016,Manchester City,Fernando,1711,28,21,7,0.004091174751607247
2015-2016,Manchester City,Sergio Agüero,2375,46,28,18,0.007578947368421052
2015-2016,Manchester City,Jesús Navas,2280,50,21,29,0.012719298245614035
2015-2016,Manchester City,Kevin De Bruyne,2003,43,24,19,0.009485771342985522
2015-2016,Manchester City,Eliaquim Mangala,2011,50,21,29,0.014420686225758329
2015-2016,Manchester City,Gaël Clichy,1088,19,11,8,0.007352941176470588
2015-2016,Manchester City,Fernandinho,2733,56,30,26,0.00951335528723015
2015-2016,Manchester City,Nicolás Otamendi,2672,58,34,24,0.008982035928143712
2015-2016,Manchester City,Kelechi Iheanacho,752,19,12,7,0.009308510638297872
2015-2016,Manchester City,Willy Caballero,310,8,5,3,0.00967741935483871
2015-2016,Manchester City,Raheem Sterling,1927,33,28,5,0.002594706798131811
2015-2016,Manchester City,Wilfried Bony,1222,28,11,17,0.013911620294599018
2015-2016,Manchester City,Fabian Delph,751,15,14,1,0.0013315579227696406
2015-2016,Manchester City,Martín Demichelis,1012,17,17,0,0.0
2015-2016,Manchester City,Yaya Touré,2333,51,21,30,0.012858979854264894
2015-2016,West Ham United,Darren Randolph,540,12,12,0,0.0
2015-2016,West Ham United,Winston Reid,2136,43,37,6,0.0028089887640449437
2015-2016,West Ham United,Aaron Cresswell,3315,62,49,13,0.00392156862745098
2015-2016,West Ham United,Cheikhou Kouyaté,3033,57,43,14,0.004615891856247939
2015-2016,West Ham United,Andy Carroll,1431,30,23,7,0.004891684136967156
2015-2016,West Ham United,Manuel Lanzini,1920,44,29,15,0.0078125
2015-2016,West Ham United,Diafra Sakho,1527,36,23,13,0.008513425016371971
2015-2016,West Ham United,Mark Noble,3217,57,47,10,0.003108486167236556
2015-2016,West Ham United,Angelo Ogbonna,2327,43,30,13,0.00558659217877095
2015-2016,West Ham United,Dimitri Payet,2573,54,42,12,0.004663816556548776
2015-2016,West Ham United,Michail Antonio,2062,37,28,9,0.004364694471387003
2015-2016,West Ham United,James Tomkins,1965,34,23,11,0.0055979643765903305
2015-2016,West Ham United,Enner Valencia,1007,17,14,3,0.0029791459781529296
2015-2016,West Ham United,Pedro Obiang,1079,19,16,3,0.0027803521779425394
2015-2016,West Ham United,James Collins,1445,22,13,9,0.006228373702422145
2015-2016,West Ham United,Victor Moses,982,11,18,-7,-0.007128309572301426
2015-2016,West Ham United,Emmanuel Emenike,508,10,9,1,0.001968503937007874
2015-2016,Sunderland,Vito Mannone,1710,26,23,3,0.0017543859649122807
2015-2016,Sunderland,Patrick van Aanholt,2970,39,55,-16,-0.0053872053872053875
2015-2016,Sunderland,Lee Cattermole,2218,33,35,-2,-0.0009017132551848512
2015-2016,Sunderland,Fabio Borini,1897,22,29,-7,-0.0036900369003690036
2015-2016,Sunderland,Wahbi Khazri,1077,13,10,3,0.002785515320334262
2015-2016,Sunderland,Younès Kaboul,2025,26,31,-5,-0.0024691358024691358
2015-2016,Sunderland,Jermain Defoe,2550,39,44,-5,-0.00196078431372549
2015-2016,Sunderland,Yann M'Vila,3189,40,54,-14,-0.004390090937597993
2015-2016,Sunderland,Lamine Koné,1315,17,16,1,0.0007604562737642585
2015-2016,Sunderland,DeAndre Yedlin,1812,28,25,3,0.0016556291390728477
2015-2016,Sunderland,Jan Kirchhoff,1084,10,14,-4,-0.0036900369003690036
2015-2016,Sunderland,Jordan Pickford,180,3,6,-3,-0.016666666666666666
2015-2016,Sunderland,Billy Jones,2033,23,44,-21,-0.010329562223315297
2015-2016,Sunderland,Seb Larsson,547,8,12,-4,-0.007312614259597806
2015-2016,Sunderland,Jack Rodwell,1156,15,27,-12,-0.010380622837370242
2015-2016,Sunderland,Dame N'Doye,568,8,10,-2,-0.0035211267605633804
2015-2016,Sunderland,John O'Shea,2007,25,37,-12,-0.005979073243647235
2015-2016,Sunderland,Duncan Watmore,904,13,14,-1,-0.0011061946902654867
2015-2016,Norwich City,John Ruddy,2430,27,44,-17,-0.0069958847736625515
2015-2016,Norwich City,Graham Dorrans,1287,18,32,-14,-0.010878010878010878
2015-2016,Norwich City,Russell Martin,2700,33,53,-20,-0.007407407407407408
2015-2016,Norwich City,Steven Naismith,1331,17,28,-11,-0.008264462809917356
2015-2016,Norwich City,Dieumerci Mbokani,1585,20,34,-14,-0.008832807570977918
2015-2016,Norwich City,Wes Hoolahan,2007,30,33,-3,-0.0014947683109118087
2015-2016,Norwich City,Nathan Redmond,2336,29,45,-16,-0.00684931506849315
2015-2016,Norwich City,Martin Olsson,1773,18,35,-17,-0.009588268471517203
2015-2016,Norwich City,Ryan Bennett,1838,16,31,-15,-0.008161044613710556
2015-2016,Norwich City,Ivo Pinto,810,8,19,-11,-0.013580246913580247
2015-2016,Norwich City,Gary O'Neil,1808,19,29,-10,-0.0055309734513274336
2015-2016,Norwich City,Declan Rudd,990,11,22,-11,-0.011111111111111112
2015-2016,Norwich City,Sébastien Bassong,2789,31,55,-24,-0.008605234851201148
2015-2016,Norwich City,Cameron Jerome,1775,20,34,-14,-0.007887323943661971
2015-2016,Norwich City,Robbie Brady,2988,35,56,-21,-0.007028112449799197
2015-2016,Norwich City,Matt Jarvis,1094,12,21,-9,-0.008226691042047532
2015-2016,Norwich City,Youssouf Mulumbu,370,0,9,-9,-0.024324324324324326
2015-2016,Norwich City,Vadis Odjidja-Ofoe,274,2,7,-5,-0.01824817518248175
2015-2016,Liverpool,Simon Mignolet,3060,58,41,17,0.005555555555555556
2015-2016,Liverpool,Nathaniel Clyne,2970,53,44,9,0.0030303030303030303
2015-2016,Liverpool,Kolo Touré,856,28,14,14,0.016355140186915886
2015-2016,Liverpool,Dejan Lovren,1897,27,23,4,0.0021085925144965737
2015-2016,Liverpool,James Milner,2444,47,34,13,0.005319148936170213
2015-2016,Liverpool,Philippe Coutinho,2043,33,24,9,0.004405286343612335
2015-2016,Liverpool,Roberto Firmino,1982,42,28,14,0.007063572149344097
2015-2016,Liverpool,Daniel Sturridge,980,23,15,8,0.00816326530612245
2015-2016,Liverpool,Alberto Moreno,2546,50,36,14,0.0054988216810683424
2015-2016,Liverpool,Adam Lallana,2113,34,26,8,0.003786086133459536
2015-2016,Liverpool,Emre Can,2493,44,38,6,0.0024067388688327317
2015-2016,Liverpool,Ádám Bogdán,180,1,4,-3,-0.016666666666666666
2015-2016,Liverpool,Christian Benteke,1517,21,20,1,0.0006591957811470006
2015-2016,Liverpool,Lucas Leiva,1952,29,32,-3,-0.0015368852459016393
2015-2016,Liverpool,Joe Allen,729,16,9,7,0.009602194787379973
2015-2016,Liverpool,Martin Škrtel,1885,27,28,-1,-0.0005305039787798408
2015-2016,Liverpool,Brad Smith,299,4,5,-1,-0.0033444816053511705
2015-2016,Liverpool,Sheyi Ojo,397,9,6,3,0.007556675062972292
2015-2016,Southampton,Fraser Forster,1620,33,17,16,0.009876543209876543
2015-2016,Southampton,José Fonte,3180,54,38,16,0.005031446540880503
2015-2016,Southampton,Shane Long,2111,38,21,17,0.008053055423969682
2015-2016,Southampton,Steven Davis,2613,48,31,17,0.006505931879066207
2015-2016,Southampton,Sadio Mané,2606,46,32,14,0.005372217958557176
2015-2016,Southampton,Dušan Tadić,2291,41,29,12,0.005237887385421213
2015-2016,Southampton,Victor Wanyama,2565,43,32,11,0.0042884990253411305
2015-2016,Southampton,Oriol Romeu,1607,23,21,2,0.0012445550715619166
2015-2016,Southampton,Cuco Martina,1082,26,15,11,0.010166358595194085
2015-2016,Southampton,Virgil van Dijk,3060,53,36,17,0.005555555555555556
2015-2016,Southampton,Ryan Bertrand,2880,51,33,18,0.00625
2015-2016,Southampton,Maarten Stekelenburg,1530,23,19,4,0.00261437908496732
2015-2016,Southampton,Cédric Soares,1971,29,19,10,0.0050735667174023336
2015-2016,Southampton,Maya Yoshida,1012,12,18,-6,-0.005928853754940711
2015-2016,Southampton,Charlie Austin,208,3,2,1,0.004807692307692308
2015-2016,Southampton,James Ward-Prowse,1531,28,19,9,0.005878510777269758
2015-2016,Southampton,Harrison Reed,10,0,0,0,0.0
2015-2016,Southampton,Graziano Pellè,2172,35,27,8,0.003683241252302026
2015-2016,Newcastle United,Karl Darlow,810,15,11,4,0.0049382716049382715
2015-2016,Newcastle United,Paul Dummett,1897,27,27,0,0.0
2015-2016,Newcastle United,Jack Colback,2396,32,35,-3,-0.0012520868113522537
2015-2016,Newcastle United,Georginio Wijnaldum,3168,37,57,-20,-0.006313131313131313
2015-2016,Newcastle United,Moussa Sissoko,3223,40,60,-20,-0.006205398696866274
2015-2016,Newcastle United,Chancel Mbemba,2924,40,52,-12,-0.004103967168262654
2015-2016,Newcastle United,Daryl Janmaat,2804,34,59,-25,-0.00891583452211127
2015-2016,Newcastle United,Cheick Tioté,1228,14,18,-4,-0.003257328990228013
2015-2016,Newcastle United,Andros Townsend,1153,19,19,0,0.0
2015-2016,Newcastle United,Steven Taylor,810,10,16,-6,-0.007407407407407408
2015-2016,Newcastle United,Aleksandar Mitrović,2211,32,42,-10,-0.004522840343735866
2015-2016,Newcastle United,Papiss Cissé,1071,11,21,-10,-0.009337068160597572
2015-2016,Newcastle United,Siem de Jong,442,4,5,-1,-0.0022624434389140274
2015-2016,Newcastle United,Jonjo Shelvey,2268,26,39,-13,-0.005731922398589065
2015-2016,Newcastle United,Rolando Aarons,375,5,11,-6,-0.016
2015-2016,Newcastle United,Ayoze Pérez,2048,29,41,-12,-0.005859375
2015-2016,Newcastle United,Jamie Sterry,6,2,0,2,0.3333333333333333
2015-2016,Swansea City,Kristoffer Nordfeldt,90,1,1,0,0.0
2015-2016,Swansea City,Jordi Amat,461,10,4,6,0.013015184381778741
2015-2016,Swansea City,Leon Britton,1526,17,20,-3,-0.001965923984272608
2015-2016,Swansea City,Leroy Fer,758,13,11,2,0.002638522427440633
2015-2016,Swansea City,André Ayew,2940,35,40,-5,-0.0017006802721088435
2015-2016,Swansea City,Wayne Routledge,1683,24,26,-2,-0.0011883541295306002
2015-2016,Swansea City,Jefferson Montero,1355,17,20,-3,-0.002214022140221402
2015-2016,Swansea City,Àngel Rangel,1821,21,28,-7,-0.003844041735310269
2015-2016,Swansea City,Jack Cork,2543,32,29,3,0.0011797090051120724
2015-2016,Swansea City,Federico Fernández,2880,34,41,-7,-0.0024305555555555556
2015-2016,Swansea City,Stephen Kingsley,356,8,2,6,0.016853932584269662
2015-2016,Swansea City,Marvin Emnes,66,0,0,0,0.0
2015-2016,Swansea City,Bafétimbi Gomis,1696,17,24,-7,-0.004127358490566038
2015-2016,Swansea City,Kyle Naughton,1815,24,27,-3,-0.001652892561983471
2015-2016,Swansea City,Jay Fulton,19,1,0,1,0.05263157894736842
2015-2016,Swansea City,Modou Barrow,779,12,14,-2,-0.0025673940949935813
2015-2016,West Bromwich Albion,Ben Foster,1350,11,17,-6,-0.0044444444444444444
2015-2016,West Bromwich Albion,Jonas Olsson,2016,21,26,-5,-0.00248015873015873
2015-2016,West Bromwich Albion,Claudio Yacob,2853,23,35,-12,-0.004206098843322818
2015-2016,West Bromwich Albion,Jonny Evans,2593,22,32,-10,-0.0038565368299267257
2015-2016,West Bromwich Albion,Craig Gardner,2035,19,28,-9,-0.004422604422604423
2015-2016,West Bromwich Albion,Salomón Rondón,2566,28,32,-4,-0.001558846453624318
2015-2016,West Bromwich Albion,James McClean,2470,23,38,-15,-0.006072874493927126
2015-2016,West Bromwich Albion,Gareth McAuley,3060,28,39,-11,-0.003594771241830065
2015-2016,West Bromwich Albion,Darren Fletcher,3376,32,45,-13,-0.0038507109004739335
2015-2016,West Bromwich Albion,Craig Dawson,3385,31,46,-15,-0.004431314623338257
2015-2016,West Bromwich Albion,Jonathan Leko,271,2,5,-3,-0.01107011070110701
2015-2016,West Bromwich Albion,Boaz Myhill,2070,21,29,-8,-0.003864734299516908
2015-2016,West Bromwich Albion,James Chester,962,7,18,-11,-0.011434511434511435
2015-2016,West Bromwich Albion,Rickie Lambert,614,5,8,-3,-0.004885993485342019
2015-2016,West Bromwich Albion,Saido Berahino,1742,18,23,-5,-0.0028702640642939152
2015-2016,West Bromwich Albion,Sandro,378,1,7,-6,-0.015873015873015872
2015-2016,West Bromwich Albion,Tyler Roberts,17,0,0,0,0.0
2015-2016,West Bromwich Albion,Sam Field,4,0,0,0,0.0
2015-2016,Watford,Heurelho Gomes,3397,37,47,-10,-0.0029437739181630853
2015-2016,Watford,Miguel Britos,2076,29,26,3,0.001445086705202312
2015-2016,Watford,Sebastian Prödl,1776,12,28,-16,-0.009009009009009009
2015-2016,Watford,José Manuel Jurado,2026,20,26,-6,-0.0029615004935834156
2015-2016,Watford,Troy Deeney,3292,37,45,-8,-0.002430133657351154
2015-2016,Watford,Craig Cathcart,3034,35,44,-9,-0.002966381015161503
2015-2016,Watford,Nathan Aké,1899,24,24,0,0.0
2015-2016,Watford,Adlène Guedioura,415,5,10,-5,-0.012048192771084338
2015-2016,Watford,Almen Abdi,1987,27,31,-4,-0.0020130850528434826
2015-2016,Watford,Ben Watson,2815,34,40,-6,-0.0021314387211367673
2015-2016,Watford,Odion Ighalo,3154,36,42,-6,-0.0019023462270133164
2015-2016,Watford,Costel Pantilimon,1530,17,32,-15,-0.00980392156862745
2015-2016,Watford,Allan Nyom,2475,26,33,-7,-0.0028282828282828283
2015-2016,Watford,Mario Suárez,745,8,17,-9,-0.012080536912751677
2015-2016,Watford,Nordin Amrabat,500,5,9,-4,-0.008
2015-2016,Watford,Juan Carlos Paredes,765,13,11,2,0.00261437908496732
2015-2016,Watford,Steven Berghuis,223,3,4,-1,-0.004484304932735426
2015-2016,Watford,Ikechi Anya,1681,22,24,-2,-0.001189767995240928
2015-2016,Chelsea,Thibaut Courtois,2070,39,30,9,0.004347826086956522
2015-2016,Chelsea,Branislav Ivanović,2918,50,43,7,0.002398903358464702
2015-2016,Chelsea,Cesc Fàbregas,2899,51,44,7,0.002414625733011383
2015-2016,Chelsea,Baba Rahman,1017,14,13,1,0.0009832841691248771
2015-2016,Chelsea,Eden Hazard,2190,34,32,2,0.0009132420091324201
2015-2016,Chelsea,Pedro,2044,38,27,11,0.0053816046966731895
2015-2016,Chelsea,Bertrand Traoré,372,6,2,4,0.010752688172043012
2015-2016,Chelsea,Nemanja Matić,2464,32,36,-4,-0.0016233766233766235
2015-2016,Chelsea,Willian,2750,44,40,4,0.0014545454545454545
2015-2016,Chelsea,Gary Cahill,1955,29,38,-9,-0.004603580562659846
2015-2016,Chelsea,César Azpilicueta,3201,53,49,4,0.0012496094970321774
2015-2016,Chelsea,Asmir Begović,1397,16,24,-8,-0.00572655690765927
2015-2016,Chelsea,Oscar,1774,26,23,3,0.0016910935738444193
2015-2016,Chelsea,Alexandre Pato,131,4,1,3,0.022900763358778626
2015-2016,Chelsea,Ruben Loftus-Cheek,405,10,8,2,0.0049382716049382715
2015-2016,Chelsea,Kenedy,549,12,10,2,0.0036429872495446266
2015-2016,Chelsea,Tammy Abraham,53,1,2,-1,-0.018867924528301886
2015-2016,Chelsea,Fikayo Tomori,30,1,1,0,0.0
2015-2016,Everton,Tim Howard,2250,42,35,7,0.003111111111111111
2015-2016,Everton,Leighton Baines,1477,15,26,-11,-0.007447528774542992
2015-2016,Everton,John Stones,2779,42,45,-3,-0.0010795250089960418
2015-2016,Everton,Phil Jagielka,1852,30,25,5,0.0026997840172786176
2015-2016,Everton,Romelu Lukaku,3176,52,52,0,0.0
2015-2016,Everton,Kevin Mirallas,1060,15,18,-3,-0.002830188679245283
2015-2016,Everton,James McCarthy,2473,44,37,7,0.0028305701577031944
2015-2016,Everton,Gareth Barry,2837,50,43,7,0.0024673951357067326
2015-2016,Everton,Tom Davies,97,3,0,3,0.030927835051546393
2015-2016,Everton,Matthew Pennington,299,4,7,-3,-0.010033444816053512
2015-2016,Everton,Kieran Dowell,72,3,0,3,0.041666666666666664
2015-2016,Everton,Joel Robles,1170,14,20,-6,-0.005128205128205128
2015-2016,Everton,Aaron Lennon,1538,21,25,-4,-0.002600780234070221
2015-2016,Everton,Tom Cleverley,1613,21,27,-6,-0.0037197768133911966
2015-2016,Everton,Ross Barkley,3087,50,51,-1,-0.00032393909944930353
2015-2016,Everton,Leon Osman,217,3,1,2,0.009216589861751152
2015-2016,Everton,Callum Connolly,36,1,1,0,0.0
2015-2016,Everton,Jonjoe Kenny,61,2,0,2,0.03278688524590164
2015-2016,Arsenal,Petr Čech,3060,51,28,23,0.007516339869281046
2015-2016,Arsenal,Gabriel Paulista,1806,33,17,16,0.008859357696566999
2015-2016,Arsenal,Laurent Koscielny,2847,51,28,23,0.008078679311556024
2015-2016,Arsenal,Alexis Sánchez,2446,47,22,25,0.010220768601798855
2015-2016,Arsenal,Jack Wilshere,141,2,1,1,0.0070921985815602835
2015-2016,Arsenal,Mesut Özil,3049,59,29,30,0.009839291571006888
2015-2016,Arsenal,Olivier Giroud,2425,43,23,20,0.008247422680412371
2015-2016,Arsenal,Nacho Monreal,3248,58,31,27,0.0083128078817734
2015-2016,Arsenal,Santi Cazorla,1304,24,10,14,0.010736196319018405
2015-2016,Arsenal,Héctor Bellerín,3240,61,30,31,0.009567901234567902
2015-2016,Arsenal,Francis Coquelin,1682,32,17,15,0.0089179548156956
2015-2016,Arsenal,David Ospina,360,11,5,6,0.016666666666666666
2015-2016,Arsenal,Kieran Gibbs,381,7,5,2,0.005249343832020997
2015-2016,Arsenal,Mikel Arteta,161,7,3,4,0.024844720496894408
2015-2016,Arsenal,Aaron Ramsey,2623,41,26,15,0.0057186427754479605
2015-2016,Arsenal,Alex Iwobi,630,12,6,6,0.009523809523809525
2015-2016,Arsenal,Joel Campbell,886,15,7,8,0.009029345372460496
2015-2016,Arsenal,Mohamed Elneny,794,17,8,9,0.011335012594458438
2015-2016,Stoke City,Shay Given,226,2,7,-5,-0.022123893805309734
2015-2016,Stoke City,Erik Pieters,3098,38,45,-7,-0.0022595222724338285
2015-2016,Stoke City,Glenn Whelan,3174,36,48,-12,-0.003780718336483932
2015-2016,Stoke City,Marko Arnautović,2820,36,43,-7,-0.0024822695035460994
2015-2016,Stoke City,Joselu,1089,14,22,-8,-0.0073461891643709825
2015-2016,Stoke City,Ryan Shawcross,1740,20,28,-8,-0.004597701149425287
2015-2016,Stoke City,Jonathan Walters,1723,22,23,-1,-0.0005803830528148578
2015-2016,Stoke City,Geoff Cameron,2368,29,40,-11,-0.0046452702702702705
2015-2016,Stoke City,Giannelli Imbula,1260,17,27,-10,-0.007936507936507936
2015-2016,Stoke City,Philipp Wollscheid,2684,33,43,-10,-0.0037257824143070045
2015-2016,Stoke City,Bojan Krkić,1709,21,25,-4,-0.0023405500292568754
2015-2016,Stoke City,Jakob Haugaard,404,5,11,-6,-0.01485148514851485
2015-2016,Stoke City,Phil Bardsley,816,10,18,-8,-0.00980392156862745
2015-2016,Stoke City,Marc Muniesa,1112,8,24,-16,-0.014388489208633094
2015-2016,Stoke City,Charlie Adam,1100,9,9,0,0.0
2015-2016,Stoke City,Mame Biram Diouf,1269,12,25,-13,-0.01024428684003152
2015-2016,Stoke City,Xherdan Shaqiri,2030,26,29,-3,-0.001477832512315271
2015-2016,Stoke City,Peter Crouch,456,4,12,-8,-0.017543859649122806
2015-2016,Manchester United,David de Gea,3060,44,31,13,0.004248366013071895
2015-2016,Manchester United,Juan Mata,2964,39,28,11,0.003711201079622132
2015-2016,Manchester United,Wayne Rooney,2409,34,21,13,0.005396430053964301
2015-2016,Manchester United,Anthony Martial,2632,36,28,8,0.00303951367781155
2015-2016,Manchester United,Chris Smalling,3150,41,29,12,0.0038095238095238095
2015-2016,Manchester United,Jesse Lingard,1634,24,12,12,0.0073439412484700125
2015-2016,Manchester United,Michael Carrick,1973,29,22,7,0.0035478966041561076
2015-2016,Manchester United,Daley Blind,3117,41,33,8,0.0025665704202759063
2015-2016,Manchester United,Marcus Rashford,862,13,7,6,0.0069605568445475635
2015-2016,Manchester United,Antonio Valencia,853,14,5,9,0.010550996483001172
2015-2016,Manchester United,Cameron Borthwick-Jackson,692,12,4,8,0.011560693641618497
2015-2016,Manchester United,Sergio Romero,360,2,2,0,0.0
2015-2016,Manchester United,Phil Jones,528,7,4,3,0.005681818181818182
2015-2016,Manchester United,Memphis,1477,19,20,-1,-0.0006770480704129993
2015-2016,Manchester United,Ashley Young,1061,14,17,-3,-0.002827521206409048
