,Season,Name,Age,Age_Squared,Min,Height,Aerial_duels_per90,Assists_per90,Goals_per90,Squad,Median Transfer Fee for previous 3 seasons (Euro Millions),market_value_in_eur,Position_central defensive midfield,Position_central defensive midfielder,Position_centre midfield,Position_centreback,Position_fullback,Position_goalkeeper,Position_side midfield,Position_striker,Position_winger,country_of_citizenship_Albania,country_of_citizenship_Algeria,country_of_citizenship_Argentina,country_of_citizenship_Belgium,country_of_citizenship_Brazil,country_of_citizenship_Burkina Faso,country_of_citizenship_Canada,country_of_citizenship_Colombia,country_of_citizenship_Cote d'Ivoire,country_of_citizenship_Curacao,country_of_citizenship_DR Congo,country_of_citizenship_Denmark,country_of_citizenship_Dominican Republic,country_of_citizenship_Egypt,country_of_citizenship_England,country_of_citizenship_France,country_of_citizenship_Germany,country_of_citizenship_Ghana,country_of_citizenship_Greece,country_of_citizenship_Guinea,country_of_citizenship_Ireland,country_of_citizenship_Israel,country_of_citizenship_Jamaica,country_of_citizenship_Japan,country_of_citizenship_Kenya,country_of_citizenship_Mali,country_of_citizenship_Morocco,country_of_citizenship_Netherlands,country_of_citizenship_New Zealand,country_of_citizenship_Nigeria,country_of_citizenship_Northern Ireland,country_of_citizenship_Norway,country_of_citizenship_Philippines,country_of_citizenship_Poland,country_of_citizenship_Portugal,country_of_citizenship_Scotland,country_of_citizenship_Senegal,country_of_citizenship_Serbia,country_of_citizenship_Slovakia,country_of_citizenship_Spain,country_of_citizenship_Sweden,country_of_citizenship_Switzerland,country_of_citizenship_Tunisia,country_of_citizenship_Ukraine,country_of_citizenship_United States,country_of_citizenship_Uruguay,country_of_citizenship_Venezuela,country_of_citizenship_Wales,country_of_citizenship_Zambia,foot_Both,foot_Left,foot_Right
891,2018-2019,Mohamed Elneny,26,676,380.0,180.0,0.4761904761904761,0.0,0.0,Arsenal FC,11.0,8000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
892,2018-2019,Mohamed Elneny,26,676,380.0,180.0,0.4761904761904761,0.0,0.0,Arsenal FC,11.0,8000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
893,2020-2021,Mohamed Elneny,28,784,1544.0,180.0,0.4069767441860465,0.0,0.06,Arsenal FC,3.5,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
894,2020-2021,Mohamed Elneny,28,784,1544.0,180.0,0.4069767441860465,0.0,0.06,Arsenal FC,3.5,10000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
899,2019-2020,Arnaut Danjuma,22,484,630.0,187.0,0.2857142857142857,0.0,0.0,AFC Bournemouth,8.95,9500000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
901,2019-2020,Giovani Lo Celso,23,529,1492.0,175.0,0.4819277108433734,0.12,0.0,Tottenham Hotspur,14.0,40000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,2019-2020,Giovani Lo Celso,23,529,1492.0,175.0,0.4819277108433734,0.12,0.0,Tottenham Hotspur,14.0,40000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
903,2020-2021,Giovani Lo Celso,24,576,945.0,175.0,1.3333333333333333,0.1,0.1,Tottenham Hotspur,11.15,27000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
904,2020-2021,Giovani Lo Celso,24,576,945.0,175.0,1.3333333333333333,0.1,0.1,Tottenham Hotspur,11.15,27000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
907,2017-2018,Glenn Murray,33,1089,2192.0,183.0,4.713114754098361,0.0,0.49,Brighton & Hove Albion,0.4,3000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
908,2018-2019,Glenn Murray,34,1156,2508.0,183.0,6.093189964157706,0.04,0.47,Brighton & Hove Albion,1.7,3000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
909,2019-2020,Glenn Murray,35,1225,797.0,183.0,4.157303370786517,0.11,0.11,Brighton & Hove Albion,1.45,1600000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
910,2018-2019,Josh Murphy,23,529,1817.0,173.0,0.5445544554455446,0.1,0.15,Cardiff City,0.0,10000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
911,2017-2018,Aleksandar Mitrović,22,484,95.0,189.0,5.454545454545454,0.0,0.95,Newcastle United,1.7,15000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
912,2017-2018,Aleksandar Mitrović,22,484,95.0,189.0,5.454545454545454,0.0,0.95,Newcastle United,1.7,15000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
913,2018-2019,Aleksandar Mitrović,23,529,3280.0,189.0,6.456043956043956,0.08,0.3,Fulham FC,2.675,25000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
914,2018-2019,Aleksandar Mitrović,23,529,3280.0,189.0,6.456043956043956,0.08,0.3,Fulham FC,2.675,25000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
915,2020-2021,Aleksandar Mitrović,25,625,1402.0,189.0,4.551282051282051,0.19,0.19,Fulham FC,2.675,16000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
916,2020-2021,Aleksandar Mitrović,25,625,1402.0,189.0,4.551282051282051,0.19,0.19,Fulham FC,2.675,16000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
919,2018-2019,Kepa Arrizabalaga,23,529,3240.0,189.0,0.1944444444444444,0.0,0.0,Chelsea FC,10.75,60000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
920,2019-2020,Kepa Arrizabalaga,24,576,2970.0,189.0,0.1515151515151515,0.0,0.0,Chelsea FC,9.9,32000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
921,2020-2021,Kepa Arrizabalaga,25,625,585.0,189.0,0.0,0.0,0.0,Chelsea FC,9.0,13000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
924,2018-2019,Chris Mepham,20,400,850.0,191.0,6.835608189482135,0.11,0.0,AFC Bournemouth,3.5,13000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
925,2019-2020,Chris Mepham,21,441,912.0,191.0,3.267326732673268,0.0,0.1,AFC Bournemouth,8.95,8000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
927,2017-2018,Christopher Schindler,27,729,3265.0,188.0,4.187327823691461,0.03,0.0,Huddersfield Town,0.6,6000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
928,2017-2018,Christopher Schindler,27,729,3265.0,188.0,4.187327823691461,0.03,0.0,Huddersfield Town,0.6,6000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
929,2018-2019,Christopher Schindler,28,784,3260.0,188.0,3.756906077348066,0.0,0.03,Huddersfield Town,0.6,7000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
930,2018-2019,Christopher Schindler,28,784,3260.0,188.0,3.756906077348066,0.0,0.03,Huddersfield Town,0.6,7000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
931,2017-2018,Ryan Fraser,23,529,2004.0,163.0,0.358744394618834,0.13,0.22,AFC Bournemouth,3.5,6000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
932,2018-2019,Ryan Fraser,24,576,3166.0,163.0,0.2556818181818182,0.4,0.2,AFC Bournemouth,3.5,30000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
933,2019-2020,Ryan Fraser,25,625,2067.0,163.0,0.2608695652173913,0.17,0.04,AFC Bournemouth,8.95,17500000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
934,2020-2021,Ryan Fraser,26,676,928.0,163.0,0.4854368932038834,0.19,0.0,Newcastle United,4.0,10000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
941,2017-2018,Ruben Loftus-Cheek,21,441,1874.0,191.0,1.5384615384615383,0.14,0.1,Crystal Palace,5.05,15000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
942,2018-2019,Ruben Loftus-Cheek,22,484,998.0,191.0,1.891891891891892,0.18,0.54,Chelsea FC,10.75,30000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
943,2019-2020,Ruben Loftus-Cheek,23,529,208.0,191.0,0.8695652173913044,0.43,0.0,Chelsea FC,9.9,24000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
944,2020-2021,Ruben Loftus-Cheek,24,576,1969.0,191.0,3.5040431266846364,0.0,0.05,Chelsea FC,9.0,18000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
947,2017-2018,Salomón Rondón,27,729,2767.0,189.0,5.276872964169381,0.1,0.23,West Bromwich Albion,2.0,13000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
948,2018-2019,Salomón Rondón,28,784,2603.0,189.0,5.051903114186851,0.24,0.38,Newcastle United,3.05,15000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
951,2018-2019,Fabinho,24,576,2017.0,188.0,2.410714285714286,0.09,0.04,Liverpool FC,5.85,50000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
952,2018-2019,Fabinho,24,576,2017.0,188.0,2.410714285714286,0.09,0.04,Liverpool FC,5.85,50000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
953,2019-2020,Fabinho,25,625,2079.0,188.0,1.7748917748917747,0.13,0.09,Liverpool FC,7.2,56000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
954,2019-2020,Fabinho,25,625,2079.0,188.0,1.7748917748917747,0.13,0.09,Liverpool FC,7.2,56000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
955,2020-2021,Fabinho,26,676,2567.0,188.0,1.894736842105263,0.0,0.0,Liverpool FC,9.6,60000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
956,2020-2021,Fabinho,26,676,2567.0,188.0,1.894736842105263,0.0,0.0,Liverpool FC,9.6,60000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
961,2017-2018,Scott McTominay,20,400,634.0,192.0,1.5714285714285714,0.0,0.0,Manchester United,7.4,7000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
962,2018-2019,Scott McTominay,21,441,867.0,192.0,3.541666666666667,0.0,0.21,Manchester United,7.925,12000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
963,2019-2020,Scott McTominay,22,484,1772.0,192.0,2.182741116751269,0.05,0.2,Manchester United,7.925,22500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
964,2020-2021,Scott McTominay,23,529,2129.0,192.0,2.0253164556962027,0.04,0.17,Manchester United,7.275,35000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
967,2020-2021,Ibrahima Diallo,21,441,1020.0,179.0,1.0890373848654504,0.0,0.0,Southampton FC,11.9,15000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
970,2018-2019,Ryan Bennett,28,784,3060.0,188.0,3.5,0.0,0.03,Wolverhampton Wanderers,2.55,7000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
971,2018-2019,Ryan Bennett,28,784,3060.0,188.0,3.5,0.0,0.03,Wolverhampton Wanderers,2.55,7000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
972,2019-2020,Ryan Bennett,29,841,937.0,188.0,5.147236789027833,0.0,0.0,Leicester City,13.25,4000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
973,2019-2020,Ryan Bennett,29,841,937.0,188.0,5.147236789027833,0.0,0.0,Leicester City,13.25,4000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
974,2020-2021,Conor Townsend,27,729,2234.0,168.0,1.6935483870967742,0.08,0.0,West Bromwich Albion,3.8,2000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
975,2017-2018,James McArthur,29,841,2431.0,178.0,1.4074074074074074,0.04,0.19,Crystal Palace,5.05,6000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
976,2018-2019,James McArthur,30,900,3058.0,178.0,1.3823529411764706,0.18,0.09,Crystal Palace,4.7,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
977,2019-2020,James McArthur,31,961,3090.0,178.0,1.2536443148688048,0.09,0.0,Crystal Palace,29.0,4800000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
978,2020-2021,James McArthur,32,1024,1466.0,178.0,1.2883435582822085,0.12,0.0,Crystal Palace,37.5,2000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
981,2017-2018,Mark Noble,30,900,2400.0,180.0,0.3745318352059925,0.0,0.15,West Ham United,5.6,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
982,2017-2018,Mark Noble,30,900,2400.0,180.0,0.3745318352059925,0.0,0.15,West Ham United,5.6,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
983,2018-2019,Mark Noble,31,961,2291.0,180.0,0.3137254901960784,0.2,0.2,West Ham United,7.65,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
984,2018-2019,Mark Noble,31,961,2291.0,180.0,0.3137254901960784,0.2,0.2,West Ham United,7.65,7000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
985,2019-2020,Mark Noble,32,1024,2674.0,180.0,0.5050505050505051,0.1,0.13,West Ham United,6.45,4800000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
986,2019-2020,Mark Noble,32,1024,2674.0,180.0,0.5050505050505051,0.1,0.13,West Ham United,6.45,4800000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
987,2020-2021,Mark Noble,33,1089,712.0,180.0,0.3797468354430379,0.0,0.0,West Ham United,4.4,2000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
988,2020-2021,Mark Noble,33,1089,712.0,180.0,0.3797468354430379,0.0,0.0,West Ham United,4.4,2000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
995,2019-2020,Japhet Tanganga,20,400,525.0,184.0,3.103448275862069,0.0,0.0,Tottenham Hotspur,14.0,7200000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
996,2019-2020,Japhet Tanganga,20,400,525.0,184.0,3.103448275862069,0.0,0.0,Tottenham Hotspur,14.0,7200000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
997,2020-2021,Japhet Tanganga,21,441,487.0,184.0,2.222222222222222,0.0,0.0,Tottenham Hotspur,11.15,8000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
998,2020-2021,Japhet Tanganga,21,441,487.0,184.0,2.222222222222222,0.0,0.0,Tottenham Hotspur,11.15,8000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
