Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Manchester City,Chelsea,1,0,"['Ederson', 'Kyle Walker', 'John Stones', 'Raheem Sterling', 'Jack Grealish', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'João Cancelo', 'Phil Foden']","['Zack Steffen', 'Rúben Dias', 'İlkay Gündoğan', 'Gabriel Jesus', 'Fernandinho', 'Luke Mbete-Tatu', 'James Mcatee', 'Roméo Lavia', 'Josh Wilson-Esbrand']","[[84, 'İlkay Gündoğan', 'Kevin De Bruyne'], [88, 'Gabriel Jesus', 'Phil Foden']]","['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Marcos Alonso', 'Thiago Silva', ""N'Golo Kanté"", 'Mateo Kovačić', 'Romelu Lukaku', 'Christian Pulisic', 'Hakim Ziyech', 'César Azpilicueta', 'Malang Sarr']","['Marcus Bettinelli', 'Jorginho', 'Timo Werner', 'Ruben Loftus-Cheek', 'Saúl Ñíguez', 'Ross Barkley', 'Mason Mount', 'Callum Hudson-Odoi', 'Kai Havertz']","[[69, 'Timo Werner', 'Christian Pulisic'], [69, 'Callum Hudson-Odoi', 'Hakim Ziyech'], [81, 'Mason Mount', 'Marcos Alonso']]",[70],[],"[[84, 'İlkay Gündoğan', 'Kevin De Bruyne'], [88, 'Gabriel Jesus', 'Phil Foden']]","[[69, 'Timo Werner', 'Christian Pulisic'], [69, 'Callum Hudson-Odoi', 'Hakim Ziyech'], [81, 'Mason Mount', 'Marcos Alonso']]"
2021-2022,Norwich City,Everton,2,1,"['Tim Krul', 'Max Aarons', 'Ben Gibson', 'Grant Hanley', 'Milot Rashica', 'Jakob Sørensen', 'Pierre Lees-Melou', 'Brandon Williams', 'Teemu Pukki', 'Josh Sargent', 'Adam Idah']","['Angus Gunn', 'Sam Byram', 'Kieran Dowell', 'Przemysław Płacheta', 'Todd Cantwell', 'Ozan Kabak', 'Christos Tzolis', 'Dimitris Giannoulis', 'Jon Rowe']","[[77, 'Sam Byram', 'Brandon Williams'], [80, 'Dimitris Giannoulis', 'Max Aarons'], [87, 'Christos Tzolis', 'Josh Sargent']]","['Jordan Pickford', 'Michael Keane', 'Dominic Calvert-Lewin', 'Demarai Gray', 'Abdoulaye Doucouré', 'Vitaliy Mykolenko', 'André Gomes', 'Ben Godfrey', 'Séamus Coleman', 'Anthony Gordon', 'Salomón Rondón']","['Asmir Begović', 'Jonjoe Kenny', 'Nathan Patterson', 'Mason Holgate', 'Richarlison', 'Yerry Mina', 'Andros Townsend', 'Jean-Philippe Gbamin', 'Anwar El Ghazi']","[[54, 'Yerry Mina', 'Séamus Coleman'], [54, 'Richarlison', 'Salomón Rondón']]",[18],[60],"[[77, 'Sam Byram', 'Brandon Williams'], [80, 'Dimitris Giannoulis', 'Max Aarons'], [87, 'Christos Tzolis', 'Josh Sargent']]","[[54, 'Yerry Mina', 'Séamus Coleman'], [54, 'Richarlison', 'Salomón Rondón']]"
2021-2022,Newcastle United,Watford,1,1,"['Martin Dúbravka', 'Paul Dummett', 'Fabian Schär', 'Jamaal Lascelles', 'Joelinton', 'Jonjo Shelvey', 'Allan Saint-Maximin', 'Kieran Trippier', 'Chris Wood', 'Ryan Fraser', 'Sean Longstaff']","['Karl Darlow', 'Mark Gillespie', 'Matt Ritchie', 'Jamal Lewis', 'Emil Krafth', 'Jacob Murphy', 'Miguel Almirón', 'Joe Willock', 'Elliot Anderson']","[[74, 'Jacob Murphy', 'Ryan Fraser'], [86, 'Miguel Almirón', 'Allan Saint-Maximin']]","['Ben Foster', 'Jeremy Ngakia', 'Joshua King', 'João Pedro', 'Hassane Kamara', 'Craig Cathcart', 'Moussa Sissoko', 'Samir Santos', 'Emmanuel Dennis', 'Juraj Kucka', 'Edo Kayembe']","['Daniel Bachmann', 'Tom Cleverley', 'Ken Sema', 'Ozan Tufan', 'Kiko Femenía', 'Christian Kabasele', 'Cucho', 'Francisco Sierralta', 'James Morris']","[[66, 'Kiko Femenía', 'Jeremy Ngakia'], [77, 'Tom Cleverley', 'Juraj Kucka'], [84, 'Cucho', 'Emmanuel Dennis']]",[49],[88],"[[74, 'Jacob Murphy', 'Ryan Fraser'], [86, 'Miguel Almirón', 'Allan Saint-Maximin']]","[[66, 'Kiko Femenía', 'Jeremy Ngakia'], [77, 'Tom Cleverley', 'Juraj Kucka'], [84, 'Cucho', 'Emmanuel Dennis']]"
2021-2022,Wolverhampton Wanderers,Southampton,3,1,"['José Sá', 'Rayan Aït Nouri', 'Raúl Jiménez', 'Daniel Podence', 'Francisco Trincão', 'Conor Coady', 'Nélson Semedo', 'Max Kilman', 'Toti Gomes', 'João Moutinho', 'Leander Dendoncker']","['Louie Moulden', 'John Ruddy', 'Bruno Jordão', 'Fábio Silva', 'Ryan John Giles', 'Dion Sanderson', 'Adama Traoré', 'Luke Cundle', 'Chem Campbell']","[[78, 'Adama Traoré', 'Francisco Trincão'], [80, 'Fábio Silva', 'Raúl Jiménez'], [90, 'Luke Cundle', 'Daniel Podence']]","['Fraser Forster', 'Lyanco', 'Oriol Romeu', 'James Ward-Prowse', 'Nathan Redmond', 'Romain Perraud', 'Armando Broja', 'Mohammed Salisu', 'Nathan Tella', 'Ibrahima Diallo', 'Jan Bednarek']","['Willy Caballero', 'Kyle Walker-Peters', 'Jack Stephens', 'Shane Long', 'Adam Armstrong', 'Che Adams', 'Thierry Small', 'Stuart Armstrong', 'Yan Valery']","[[46, 'Che Adams', 'Ibrahima Diallo'], [71, 'Stuart Armstrong', 'Nathan Tella'], [78, 'Adam Armstrong', 'Armando Broja']]","[59, 90]",[84],"[[78, 'Adama Traoré', 'Francisco Trincão'], [80, 'Fábio Silva', 'Raúl Jiménez'], [90, 'Luke Cundle', 'Daniel Podence']]","[[46, 'Che Adams', 'Ibrahima Diallo'], [71, 'Stuart Armstrong', 'Nathan Tella'], [78, 'Adam Armstrong', 'Armando Broja']]"
2021-2022,Aston Villa,Manchester United,2,2,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'Morgan Sanson', 'Emi Buendía', 'Ollie Watkins', 'Danny Ings', 'Lucas Digne', 'Jacob Ramsey']","['Jed Steer', 'Matt Targett', 'Ashley Young', 'Philippe Coutinho', 'Kaine Kessler', 'Kortney Hause', 'Carney Chukwuemeka', 'Cameron Archer', 'Tim Iroegbunam']","[[46, 'Kortney Hause', 'Ezri Konsa'], [68, 'Philippe Coutinho', 'Morgan Sanson'], [76, 'Carney Chukwuemeka', 'Danny Ings']]","['David de Gea', 'Victor Lindelöf', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Raphaël Varane', 'Diogo Dalot', 'Edinson Cavani', 'Alex Telles', 'Nemanja Matić', 'Anthony Elanga']","['Tom Heaton', 'Dean Henderson', 'Phil Jones', 'Harry Maguire', 'Juan Mata', 'Jesse Lingard', 'Jadon Sancho', 'Donny van de Beek']","[[78, 'Jadon Sancho', 'Anthony Elanga'], [89, 'Donny van de Beek', 'Bruno Fernandes'], [89, 'Jesse Lingard', 'Mason Greenwood']]","[77, 81]","[6, 67]","[[46, 'Kortney Hause', 'Ezri Konsa'], [68, 'Philippe Coutinho', 'Morgan Sanson'], [76, 'Carney Chukwuemeka', 'Danny Ings']]","[[78, 'Jadon Sancho', 'Anthony Elanga'], [89, 'Donny van de Beek', 'Bruno Fernandes'], [89, 'Jesse Lingard', 'Mason Greenwood']]"
2021-2022,West Ham United,Leeds United,2,3,"['Łukasz Fabiański', 'Aaron Cresswell', 'Vladimír Coufal', 'Pablo Fornals', 'Michail Antonio', 'Manuel Lanzini', 'Nikola Vlašić', 'Craig Dawson', 'Jarrod Bowen', 'Issa Diop', 'Declan Rice']","['Alphonse Areola', 'Andriy Yarmolenko', 'Ryan Fredericks', 'Arthur Masuaku', 'Ben Johnson', 'Alex Král', 'Armstrong Okoflex', 'Ajibola Alese', 'Sonny Perkins']","[[61, 'Arthur Masuaku', 'Nikola Vlašić'], [69, 'Andriy Yarmolenko', 'Pablo Fornals'], [87, 'Sonny Perkins', 'Issa Diop']]","['Illan Meslier', 'Luke Ayling', 'Junior Firpo', 'Adam Forshaw', 'Robin Koch', 'Raphinha', 'Stuart Dallas', 'Daniel James', 'Pascal Struijk', 'Jack Harrison', 'Mateusz Klich']","['Kristoffer Klaesson', 'Rodrigo', 'Lewis Bate', 'Leo Fuhr Hjelde', 'Stuart McKinstry', 'Jack Jenkins', 'Kris Moore', 'Nohan Kenneh', 'Archie Gray']","[[22, 'Lewis Bate', 'Adam Forshaw'], [23, 'Leo Fuhr Hjelde', 'Junior Firpo'], [65, 'Rodrigo', 'Lewis Bate']]","[34, 52]","[10, 37, 60]","[[61, 'Arthur Masuaku', 'Nikola Vlašić'], [69, 'Andriy Yarmolenko', 'Pablo Fornals'], [87, 'Sonny Perkins', 'Issa Diop']]","[[22, 'Lewis Bate', 'Adam Forshaw'], [23, 'Leo Fuhr Hjelde', 'Junior Firpo'], [65, 'Rodrigo', 'Lewis Bate']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Liverpool,Brentford,3,0,"['Alisson', 'Fabinho', 'Virgil van Dijk', 'Roberto Firmino', 'Jordan Henderson', 'Alex Oxlade-Chamberlain', 'Curtis Jones', 'Diogo Jota', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","['Caoimhín Kelleher', 'Ibrahima Konaté', 'James Milner', 'Joe Gomez', 'Takumi Minamino', 'Kostas Tsimikas', 'Kaide Gordon', 'Neco Williams', 'Tyler Morton']","[[74, 'Takumi Minamino', 'Alex Oxlade-Chamberlain'], [78, 'James Milner', 'Roberto Firmino'], [82, 'Kaide Gordon', 'Diogo Jota']]","['Álvaro Fernández', 'Rico Henry', 'Ethan Pinnock', 'Christian Nørgaard', 'Ivan Toney', 'Pontus Jansson', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Shandon Baptiste', 'Vitaly Janelt', 'Mads Roerslev']","['Jonas Lössl', 'Sergi Canós', 'Mathias Jensen', 'Marcus Forss', 'Yoane Wissa', 'Saman Ghoddos', 'Mads Bidstrup', 'Mads Bech Sørensen', 'Finley Stevens']","[[49, 'Sergi Canós', 'Rico Henry'], [68, 'Yoane Wissa', 'Shandon Baptiste'], [75, 'Mathias Jensen', 'Bryan Mbeumo']]","[44, 69, 77]",[],"[[74, 'Takumi Minamino', 'Alex Oxlade-Chamberlain'], [78, 'James Milner', 'Roberto Firmino'], [82, 'Kaide Gordon', 'Diogo Jota']]","[[49, 'Sergi Canós', 'Rico Henry'], [68, 'Yoane Wissa', 'Shandon Baptiste'], [75, 'Mathias Jensen', 'Bryan Mbeumo']]"
2021-2022,Brighton & Hove Albion,Chelsea,1,1,"['Robert Sánchez', 'Tariq Lamptey', 'Marc Cucurella', 'Adam Webster', 'Alexis Mac Allister', 'Pascal Groß', 'Jakub Moder', 'Steven Alzate', 'Danny Welbeck', 'Dan Burn', 'Joël Veltman']","['Kjell Scherpen', 'Thomas Mcgill', 'Neal Maupay', 'Leandro Trossard', 'Solly March', 'Moisés Caicedo', 'Haydon Roberts', 'Marc Leonard', 'Evan Ferguson']","[[62, 'Neal Maupay', 'Pascal Groß'], [62, 'Leandro Trossard', 'Danny Welbeck'], [76, 'Solly March', 'Tariq Lamptey']]","['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Marcos Alonso', 'Jorginho', 'Thiago Silva', ""N'Golo Kanté"", 'Romelu Lukaku', 'Mason Mount', 'Callum Hudson-Odoi', 'Hakim Ziyech', 'César Azpilicueta']","['Marcus Bettinelli', 'Mateo Kovačić', 'Christian Pulisic', 'Timo Werner', 'Ruben Loftus-Cheek', 'Saúl Ñíguez', 'Kai Havertz', 'Malang Sarr', 'Lewis Hall']","[[80, 'Mateo Kovačić', 'Jorginho'], [80, 'Kai Havertz', 'Romelu Lukaku'], [80, 'Timo Werner', 'Hakim Ziyech']]",[60],[28],"[[62, 'Neal Maupay', 'Pascal Groß'], [62, 'Leandro Trossard', 'Danny Welbeck'], [76, 'Solly March', 'Tariq Lamptey']]","[[80, 'Mateo Kovačić', 'Jorginho'], [80, 'Kai Havertz', 'Romelu Lukaku'], [80, 'Timo Werner', 'Hakim Ziyech']]"
2021-2022,Leicester City,Tottenham Hotspur,2,3,"['Kasper Schmeichel', 'Çağlar Söyüncü', 'Youri Tielemans', 'James Maddison', 'Marc Albrighton', 'Hamza Choudhury', 'Kiernan Dewsbury-Hall', 'Jannik Vestergaard', 'Patson Daka', 'Luke Thomas', 'Ademola Lookman']","['Danny Ward', 'Eldin Jakupović', 'James Justin', 'Harvey Barnes', 'Ayoze Pérez', 'Vontae Daley Campbell', 'Boubakary Soumaré', 'Kasey McAteer', 'Lewis Brunt']","[[53, 'James Justin', 'Luke Thomas'], [75, 'Harvey Barnes', 'Patson Daka'], [88, 'Boubakary Soumaré', 'Kiernan Dewsbury-Hall']]","['Hugo Lloris', 'Sergio Reguilón', 'Pierre Højbjerg', 'Davinson Sánchez', 'Harry Winks', 'Harry Kane', 'Emerson', 'Japhet Tanganga', 'Lucas Moura', 'Oliver Skipp', 'Ben Davies']","['Pierluigi Gollini', 'Matt Doherty', 'Bryan', 'Joe Rodon', 'Giovani Lo Celso', 'Ryan Sessegnon', 'Dele Alli', 'Steven Bergwijn', 'Dane Scarlett']","[[46, 'Matt Doherty', 'Emerson'], [74, 'Giovani Lo Celso', 'Harry Winks'], [79, 'Steven Bergwijn', 'Sergio Reguilón']]","[24, 76]","[38, 90, 90]","[[53, 'James Justin', 'Luke Thomas'], [75, 'Harvey Barnes', 'Patson Daka'], [88, 'Boubakary Soumaré', 'Kiernan Dewsbury-Hall']]","[[46, 'Matt Doherty', 'Emerson'], [74, 'Giovani Lo Celso', 'Harry Winks'], [79, 'Steven Bergwijn', 'Sergio Reguilón']]"
2021-2022,Brentford,Manchester United,1,3,"['Jonas Lössl', 'Ethan Pinnock', 'Christian Nørgaard', 'Sergi Canós', 'Mathias Jensen', 'Ivan Toney', 'Pontus Jansson', 'Bryan Mbeumo', 'Vitaly Janelt', 'Mads Bech Sørensen', 'Mads Roerslev']","['Álvaro Fernández', 'Rico Henry', 'Marcus Forss', 'Yoane Wissa', 'Saman Ghoddos', 'Kristoffer Ajer', 'Shandon Baptiste', 'Mads Bidstrup', 'Finley Stevens']","[[64, 'Rico Henry', 'Sergi Canós'], [64, 'Shandon Baptiste', 'Vitaly Janelt'], [67, 'Yoane Wissa', 'Mathias Jensen']]","['David de Gea', 'Victor Lindelöf', 'Cristiano Ronaldo', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Raphaël Varane', 'Diogo Dalot', 'Alex Telles', 'Anthony Elanga', 'Scott McTominay']","['Tom Heaton', 'Dean Henderson', 'Phil Jones', 'Harry Maguire', 'Juan Mata', 'Anthony Martial', 'Marcus Rashford', 'Nemanja Matić', 'Donny van de Beek']","[[71, 'Marcus Rashford', 'Mason Greenwood'], [71, 'Harry Maguire', 'Cristiano Ronaldo'], [84, 'Nemanja Matić', 'Scott McTominay']]",[85],"[55, 62, 77]","[[64, 'Rico Henry', 'Sergi Canós'], [64, 'Shandon Baptiste', 'Vitaly Janelt'], [67, 'Yoane Wissa', 'Mathias Jensen']]","[[71, 'Marcus Rashford', 'Mason Greenwood'], [71, 'Harry Maguire', 'Cristiano Ronaldo'], [84, 'Nemanja Matić', 'Scott McTominay']]"
2021-2022,Watford,Norwich City,0,3,"['Daniel Bachmann', 'Joshua King', 'Tom Cleverley', 'João Pedro', 'Hassane Kamara', 'Moussa Sissoko', 'Kiko Femenía', 'Samir Santos', 'Emmanuel Dennis', 'Christian Kabasele', 'Edo Kayembe']","['Rob Elliot', 'Jeremy Ngakia', 'Ken Sema', 'Ashley Fletcher', 'Ozan Tufan', 'Cucho', 'Francisco Sierralta', 'Juraj Kucka', 'James Morris']","[[59, 'Cucho', 'Tom Cleverley'], [84, 'Ken Sema', 'Hassane Kamara'], [89, 'Juraj Kucka', 'Kiko Femenía']]","['Angus Gunn', 'Max Aarons', 'Ben Gibson', 'Grant Hanley', 'Milot Rashica', 'Jakob Sørensen', 'Pierre Lees-Melou', 'Brandon Williams', 'Teemu Pukki', 'Josh Sargent', 'Adam Idah']","['Michael McGovern', 'Sam Byram', 'Kieran Dowell', 'Przemysław Płacheta', 'Ozan Kabak', 'Christos Tzolis', 'Kenny McLean', 'Dimitris Giannoulis', 'Jon Rowe']","[[21, 'Kenny McLean', 'Jakob Sørensen'], [87, 'Sam Byram', 'Teemu Pukki'], [90, 'Przemysław Płacheta', 'Milot Rashica']]",[],"[51, 74]","[[59, 'Cucho', 'Tom Cleverley'], [84, 'Ken Sema', 'Hassane Kamara'], [89, 'Juraj Kucka', 'Kiko Femenía']]","[[21, 'Kenny McLean', 'Jakob Sørensen'], [87, 'Sam Byram', 'Teemu Pukki'], [90, 'Przemysław Płacheta', 'Milot Rashica']]"
2021-2022,Everton,Aston Villa,0,1,"['Jordan Pickford', 'Jonjoe Kenny', 'Mason Holgate', 'Richarlison', 'Dominic Calvert-Lewin', 'Demarai Gray', 'Yerry Mina', 'Andros Townsend', 'Abdoulaye Doucouré', 'André Gomes', 'Ben Godfrey']","['Asmir Begović', 'Michael Keane', 'Allan', 'Séamus Coleman', 'Anthony Gordon', 'Jean-Philippe Gbamin', 'Salomón Rondón', 'Lewis Dobbin', 'Tyler Onyango']","[[51, 'Allan', 'André Gomes'], [56, 'Anthony Gordon', 'Andros Townsend'], [65, 'Tyler Onyango', 'Abdoulaye Doucouré']]","['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Emi Buendía', 'Ollie Watkins', 'Philippe Coutinho', 'Lucas Digne', 'Jacob Ramsey']","['Robin Olsen', 'Matt Targett', 'Morgan Sanson', 'Ashley Young', 'Danny Ings', 'Kaine Kessler', 'Kortney Hause', 'Carney Chukwuemeka', 'Tim Iroegbunam']","[[74, 'Carney Chukwuemeka', 'Philippe Coutinho'], [79, 'Danny Ings', 'Ollie Watkins'], [90, 'Kortney Hause', 'Emi Buendía']]",[],[45],"[[51, 'Allan', 'André Gomes'], [56, 'Anthony Gordon', 'Andros Townsend'], [65, 'Tyler Onyango', 'Abdoulaye Doucouré']]","[[74, 'Carney Chukwuemeka', 'Philippe Coutinho'], [79, 'Danny Ings', 'Ollie Watkins'], [90, 'Kortney Hause', 'Emi Buendía']]"
2021-2022,Leeds United,Newcastle United,0,1,"['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Raphinha', 'Diego Llorente', 'Stuart Dallas', 'Rodrigo', 'Daniel James', 'Pascal Struijk', 'Jack Harrison', 'Mateusz Klich']","['Kristoffer Klaesson', 'Tyler Roberts', 'Lewis Bate', 'Joe Gelhardt', 'Leo Fuhr Hjelde', 'Stuart McKinstry', 'Liam McCarron', 'Kris Moore', 'Nohan Kenneh']","[[71, 'Tyler Roberts', 'Daniel James'], [80, 'Joe Gelhardt', 'Mateusz Klich']]","['Martin Dúbravka', 'Paul Dummett', 'Fabian Schär', 'Jamaal Lascelles', 'Joelinton', 'Jonjo Shelvey', 'Allan Saint-Maximin', 'Kieran Trippier', 'Chris Wood', 'Ryan Fraser', 'Joe Willock']","['Karl Darlow', 'Ciaran Clark', 'Jamal Lewis', 'Jeff Hendrick', 'Javier Manquillo', 'Jacob Murphy', 'Miguel Almirón', 'Dwight Gayle', 'Sean Longstaff']","[[42, 'Sean Longstaff', 'Joelinton'], [63, 'Javier Manquillo', 'Paul Dummett'], [68, 'Ciaran Clark', 'Jamaal Lascelles']]",[],[75],"[[71, 'Tyler Roberts', 'Daniel James'], [80, 'Joe Gelhardt', 'Mateusz Klich']]","[[42, 'Sean Longstaff', 'Joelinton'], [63, 'Javier Manquillo', 'Paul Dummett'], [68, 'Ciaran Clark', 'Jamaal Lascelles']]"
2021-2022,Manchester United,West Ham United,1,0,"['David de Gea', 'Harry Maguire', 'Cristiano Ronaldo', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Raphaël Varane', 'Diogo Dalot', 'Alex Telles', 'Anthony Elanga', 'Scott McTominay']","['Dean Henderson', 'Phil Jones', 'Juan Mata', 'Anthony Martial', 'Marcus Rashford', 'Jesse Lingard', 'Edinson Cavani', 'Nemanja Matić', 'Donny van de Beek']","[[62, 'Marcus Rashford', 'Anthony Elanga'], [82, 'Edinson Cavani', 'Fred'], [82, 'Anthony Martial', 'Mason Greenwood']]","['Alphonse Areola', 'Aaron Cresswell', 'Kurt Zouma', 'Vladimír Coufal', 'Pablo Fornals', 'Michail Antonio', 'Manuel Lanzini', 'Craig Dawson', 'Jarrod Bowen', 'Tomáš Souček', 'Declan Rice']","['Darren Randolph', 'Andriy Yarmolenko', 'Nikola Vlašić', 'Mark Noble', 'Issa Diop', 'Ryan Fredericks', 'Arthur Masuaku', 'Ben Johnson', 'Alex Král']","[[70, 'Ryan Fredericks', 'Vladimír Coufal']]",[90],[],"[[62, 'Marcus Rashford', 'Anthony Elanga'], [82, 'Edinson Cavani', 'Fred'], [82, 'Anthony Martial', 'Mason Greenwood']]","[[70, 'Ryan Fredericks', 'Vladimír Coufal']]"
2021-2022,Brentford,Wolverhampton Wanderers,1,2,"['Jonas Lössl', 'Rico Henry', 'Ethan Pinnock', 'Christian Nørgaard', 'Sergi Canós', 'Mathias Jensen', 'Ivan Toney', 'Pontus Jansson', 'Bryan Mbeumo', 'Kristoffer Ajer', 'Vitaly Janelt']","['Álvaro Fernández', 'Marcus Forss', 'Yoane Wissa', 'Saman Ghoddos', 'Shandon Baptiste', 'Mads Bidstrup', 'Mads Bech Sørensen', 'Mads Roerslev', 'Finley Stevens']","[[26, 'Mads Roerslev', 'Rico Henry'], [27, 'Shandon Baptiste', 'Mathias Jensen'], [58, 'Yoane Wissa', 'Mads Roerslev'], [79, 'Marcus Forss', 'Shandon Baptiste'], [83, 'Saman Ghoddos', 'Sergi Canós']]","['José Sá', 'Rayan Aït Nouri', 'Rúben Neves', 'Daniel Podence', 'Conor Coady', 'Fábio Silva', 'Nélson Semedo', 'Max Kilman', 'Toti Gomes', 'João Moutinho', 'Leander Dendoncker']","['John Ruddy', 'Ki-Jana Hoever', 'Fernando Marçal', 'Bruno Jordão', 'Francisco Trincão', 'Chiquinho', 'Ryan John Giles', 'Adama Traoré', 'Luke Cundle']","[[75, 'Adama Traoré', 'Fábio Silva'], [90, 'Francisco Trincão', 'Daniel Podence']]",[71],"[48, 78]","[[26, 'Mads Roerslev', 'Rico Henry'], [27, 'Shandon Baptiste', 'Mathias Jensen'], [58, 'Yoane Wissa', 'Mads Roerslev'], [79, 'Marcus Forss', 'Shandon Baptiste'], [83, 'Saman Ghoddos', 'Sergi Canós']]","[[75, 'Adama Traoré', 'Fábio Silva'], [90, 'Francisco Trincão', 'Daniel Podence']]"
2021-2022,Southampton,Manchester City,1,1,"['Fraser Forster', 'Kyle Walker-Peters', 'Oriol Romeu', 'James Ward-Prowse', 'Che Adams', 'Nathan Redmond', 'Romain Perraud', 'Stuart Armstrong', 'Armando Broja', 'Mohammed Salisu', 'Jan Bednarek']","['Willy Caballero', 'Lyanco', 'Jack Stephens', 'Shane Long', 'Adam Armstrong', 'Mohamed Elyounoussi', 'Ibrahima Diallo', 'Theo Walcott', 'Yan Valery']","[[46, 'Mohamed Elyounoussi', 'Nathan Redmond'], [71, 'Lyanco', 'Jan Bednarek'], [82, 'Ibrahima Diallo', 'Stuart Armstrong']]","['Ederson', 'Kyle Walker', 'Rúben Dias', 'Raheem Sterling', 'Jack Grealish', 'Aymeric Laporte', 'Rodri', 'Kevin De Bruyne', 'Bernardo Silva', 'João Cancelo', 'Phil Foden']","['Scott Carson', 'Cieran Slicker', 'John Stones', 'Nathan Aké', 'İlkay Gündoğan', 'Gabriel Jesus', 'Fernandinho', 'James Mcatee', 'Josh Wilson-Esbrand']","[[60, 'Gabriel Jesus', 'Raheem Sterling']]",[7],[65],"[[46, 'Mohamed Elyounoussi', 'Nathan Redmond'], [71, 'Lyanco', 'Jan Bednarek'], [82, 'Ibrahima Diallo', 'Stuart Armstrong']]","[[60, 'Gabriel Jesus', 'Raheem Sterling']]"
Season,Home Team,Away Team,Home Team Score,Away Team Score,Home Starting Lineup,Home Bench Lineup,Home Sub Lineup,Away Starting Lineup,Away Bench Lineup,Away Sub Lineup,Home Goal Timings,Away Goal Timings,Home Sub Timings,Away Sub Timings
2021-2022,Crystal Palace,Liverpool,1,3,"['Vicente Guaita', 'Joel Ward', 'Tyrick Mitchell', 'Marc Guéhi', 'Michael Olise', 'Will Hughes', 'Jean-Philippe Mateta', 'Jeffrey Schlupp', 'Joachim Andersen', 'Odsonne Édouard', 'Conor Gallagher']","['Jack Butland', 'Luka Milivojević', 'Jordan Ayew', 'Eberechi Eze', 'Nathaniel Clyne', 'Christian Benteke', 'Martin Kelly', 'Nathan Ferguson', 'Jaïro Riedewald']","[[68, 'Eberechi Eze', 'Odsonne Édouard'], [77, 'Christian Benteke', 'Jean-Philippe Mateta'], [77, 'Jordan Ayew', 'Will Hughes']]","['Alisson', 'Fabinho', 'Virgil van Dijk', 'Roberto Firmino', 'Jordan Henderson', 'Alex Oxlade-Chamberlain', 'Curtis Jones', 'Diogo Jota', 'Andrew Robertson', 'Joël Matip', 'Trent Alexander-Arnold']","['Caoimhín Kelleher', 'Ibrahima Konaté', 'James Milner', 'Joe Gomez', 'Takumi Minamino', 'Kostas Tsimikas', 'Kaide Gordon', 'Neco Williams', 'Tyler Morton']","[[60, 'Takumi Minamino', 'Alex Oxlade-Chamberlain'], [90, 'James Milner', 'Roberto Firmino'], [90, 'Joe Gomez', 'Trent Alexander-Arnold']]",[55],"[8, 32]","[[68, 'Eberechi Eze', 'Odsonne Édouard'], [77, 'Christian Benteke', 'Jean-Philippe Mateta'], [77, 'Jordan Ayew', 'Will Hughes']]","[[60, 'Takumi Minamino', 'Alex Oxlade-Chamberlain'], [90, 'James Milner', 'Roberto Firmino'], [90, 'Joe Gomez', 'Trent Alexander-Arnold']]"
2021-2022,Arsenal,Burnley,0,0,"['Aaron Ramsdale', 'Kieran Tierney', 'Ben White', 'Gabriel Dos Santos', 'Bukayo Saka', 'Martin Ødegaard', 'Alexandre Lacazette', 'Emile Smith Rowe', 'Rob Holding', 'Albert Sambi Lokonga', 'Martinelli']","['Bernd Leno', 'Nuno Tavares', 'Calum Chambers', 'Eddie Nketiah', 'Ryan Alebiousu', 'Mika Biereth', ""Salah Oulad M'Hand"", 'Omari Hutchinson', 'Charlie Patino']","[[77, 'Eddie Nketiah', 'Emile Smith Rowe']]","['Nick Pope', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Dwight McNeil', 'Connor Roberts', 'Aaron Lennon', 'Ashley Westwood', 'Jay Rodriguez', 'Erik Pieters', 'Matěj Vydra']","['Wayne Hennessey', 'Matthew Lowton', 'Jack Cork', 'Jóhann Berg Guðmundsson', 'Dale Stephens', 'Nathan Collins', 'Phil Bardsley', 'Kevin Long', 'Bobby Thomas']","[[83, 'Jóhann Berg Guðmundsson', 'Jay Rodriguez']]",[],[],"[[77, 'Eddie Nketiah', 'Emile Smith Rowe']]","[[83, 'Jóhann Berg Guðmundsson', 'Jay Rodriguez']]"
